name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Chryseobacterium indologenes	253	species	35240523	1956	408	0.0
Chryseobacterium indoltheticum	254	species	8445673	928	500	0.0
Sphingobacterium thalpophilum	259	species	5962893	302	222	0.0
Francisella	262	genus	3767258	133	15	0.0
Francisella tularensis	263	species	3018743	602	310	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	230	56	0.0
Paracoccus	265	genus	5054656	566	7	0.0
Paracoccus denitrificans	266	species	5236194	2388	17	0
Thermus	270	genus	2279019	34	4	0.0
Thermus thermophilus	274	species	2214494	415	83	0.0
Meiothermus ruber	277	species	3097457	3	0	0.0
Xanthobacter	279	genus	5625098	21	0	0.0
Xanthobacter autotrophicus	280	species	5625098	49	0	0.0
Comamonas	283	genus	5461687	53	0	0.0
Comamonas testosteroni	285	species	5856025	312	147	0.0
Pseudomonas	286	genus	9017316	4787	1701	0.0
Pseudomonas aeruginosa	287	species	6798896	4065	756	3.52325e-56
Pseudoalteromonas atlantica	288	species	5187005	292	36	2.90044e-151
Burkholderia cepacia	292	species	13565292	1855	268	0.0
Brevundimonas diminuta	293	species	3551819	511	190	0.0
Pseudomonas fluorescens	294	species	6604895	4840	1377	0.0
Pseudomonas fragi	296	species	10253943	541	71	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	218	136	0.0
Pseudomonas mendocina	300	species	5293211	1821	516	0.0
Pseudomonas oleovorans	301	species	4686340	806	90	0.0
Pseudomonas putida	303	species	6160317	5369	1296	0.0
Ralstonia solanacearum	305	species	5757294	3353	758	0.0
Pseudomonas stutzeri	316	species	4548207	4523	1327	6.54958e-05
Pseudomonas syringae	317	species	8747300	1201	190	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	332	74	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	370	20	0.0
Ralstonia pickettii	329	species	5505543	450	144	3.16426e-17
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	130	33	0.0
Burkholderia glumae	337	species	6878727	890	43	0.0
Xanthomonas	338	genus	23419814	566	100	0.0
Xanthomonas campestris	339	species	7099366	453	213	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	189	8	0.0
Xanthomonas translucens	343	species	11701367	184	0	0.0
Xanthomonas citri	346	species	27676482	774	216	0.0
Xanthomonas oryzae	347	species	63225372	872	440	0.0
Azotobacter	352	genus	5311796	45	0	0.0
Azotobacter chroococcum	353	species	5192286	651	141	0.0
Azotobacter vinelandii	354	species	5351632	172	0	0.0
Rhizobiales	356	order	5410296	1867	10	0.0
Agrobacterium	357	genus	6422834	311	0	0.0
Agrobacterium tumefaciens	358	species	7273300	6642	850	0.0
Agrobacterium rhizogenes	359	species	5482241	639	246	0.0
Agrobacterium vitis	373	species	6320946	38	0	0.0
Bradyrhizobium	374	genus	11894480	1416	243	0.0
Bradyrhizobium japonicum	375	species	9207384	1393	206	0.0
Bradyrhizobium sp.	376	species	7547693	593	278	0.0
Rhizobium	379	genus	8184003	1917	454	0.0
Sinorhizobium fredii	380	species	6924988	948	80	0.0
Mesorhizobium loti	381	species	7481739	17	0	0.0
Sinorhizobium meliloti	382	species	7082772	2257	854	0.0
Rhizobium leguminosarum	384	species	9364981	2839	762	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1612	441	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	718	331	0.0
Rhizobium phaseoli	396	species	6665454	1666	145	0.0
Rhizobium tropici	398	species	6686334	23	0	0.0
Neorhizobium galegae	399	species	6434105	121	0	0.0
Methylococcaceae	403	family	4384317	77	0	0.0
Methylobacillus	404	genus	2971517	1	0	0.0
Methylobacillus flagellatus	405	species	2971517	8	0	0.0
Methylobacterium	407	genus	7144985	671	30	0.0
Methylorubrum extorquens	408	species	8218505	1628	292	0.0
Methylococcus	413	genus	3304561	8	0	0.0
Methylococcus capsulatus	414	species	3304561	36	0	0.0
Methylomonas	416	genus	5051681	79	3	0.0
Methylomonas methanica	421	species	5051681	15	0	0.0
Methylosinus	425	genus	5183433	37	0	0.0
Methylosinus trichosporium	426	species	5183433	35	0	0.0
Acetobacteraceae	433	family	3826783	288	11	0.0
Acetobacter	434	genus	3590557	127	30	0.0
Acetobacter aceti	435	species	3725037	390	246	0.0
Acetobacter pasteurianus	438	species	3590557	611	159	0.0
Gluconobacter	441	genus	4181963	27	0	0.0
Gluconobacter oxydans	442	species	4181963	320	46	0.0
Legionellaceae	444	family	10525492	38	0	0.0
Legionella	445	genus	10525492	68	3	0.0
Legionella pneumophila	446	species	12363603	1222	649	0.0
Legionella hackeliae	449	species	3570857	234	166	0.0
Legionella longbeachae	450	species	4149158	911	181	0.0
Tatlockia micdadei	451	species	9836958	808	114	0.0
Legionella spiritensis	452	species	6755735	527	61	0.0
Legionella israelensis	454	species	9344693	821	219	0.0
Legionella jordanis	456	species	3133723	240	171	0.0
Tatlockia	465	genus	0	4	0	0.0
Moraxellaceae	468	family	3943545	108	0	0.0
Acinetobacter	469	genus	4126830	432	137	0.0
Acinetobacter baumannii	470	species	4233127	2365	522	0.0
Acinetobacter calcoaceticus	471	species	8050108	637	309	0.0
Moraxella	475	genus	1863286	26	2	0.0
Moraxella bovis	476	species	2911207	264	159	0.0
Moraxella catarrhalis	480	species	1863286	773	217	0.0
Neisseriaceae	481	family	2244925	83	0	0.0
Neisseria	482	genus	2223758	184	21	0.0
Neisseria cinerea	483	species	1832904	139	44	0.0
Neisseria flavescens	484	species	2231882	151	68	0.0
Neisseria gonorrhoeae	485	species	2216159	376	73	0.0
Neisseria lactamica	486	species	2220606	388	35	0.0
Neisseria meningitidis	487	species	2222288	904	209	0.0
Neisseria mucosa	488	species	2783943	198	89	0.0
Neisseria polysaccharea	489	species	2024930	159	18	0.0
Neisseria animalis	492	species	4477875	316	6	0.0
Neisseria canis	493	species	2569389	164	108	0.0
Neisseria elongata	495	species	2253031	426	153	0.0
Psychrobacter	497	genus	2875899	73	12	0.0
Thermomicrobium	499	genus	2920744	1	0	0.0
Thermomicrobium roseum	500	species	2920744	2	0	0.0
Kingella kingae	504	species	4021433	454	170	0.0
Alcaligenaceae	506	family	4354306	204	0	0.0
Alcaligenes	507	genus	0	21	0	0.0
Alcaligenes faecalis	511	species	32768163	1354	410	0.0
Bordetella	517	genus	4536693	225	0	0.0
Bordetella bronchiseptica	518	species	5231793	1347	92	0.0
Bordetella parapertussis	519	species	4836562	380	6	0.0
Bordetella pertussis	520	species	4781978	124	14	0.0
Bordetella avium	521	species	3732255	551	32	0.0
Acidiphilium	522	genus	4088912	53	0	0.0
Acidiphilium cryptum	524	species	3963080	27	0	0.0
Ochrobactrum	528	genus	5205777	81	0	0.0
Ochrobactrum anthropi	529	species	5205777	1173	216	0.0
Beijerinckia	532	genus	4418616	12	0	0.0
Beijerinckia indica	533	species	4418616	26	0	0.0
Chromobacterium	535	genus	4751080	155	2	0.0
Chromobacterium violaceum	536	species	4751080	905	56	0.0
Eikenella	538	genus	0	8	0	0.0
Eikenella corrodens	539	species	4651055	400	174	0.0
Zymomonas	541	genus	3463673	3	0	0.0
Zymomonas mobilis	542	species	3463673	418	301	0.0
Enterobacteriaceae	543	family	10251881	640	16	0.0
Citrobacter	544	genus	5276819	405	84	0.0
Citrobacter koseri	545	species	4735357	808	40	0.0
Citrobacter freundii	546	species	5164552	1275	179	0.0
Enterobacter	547	genus	11028548	549	80	0.0
Klebsiella aerogenes	548	species	5435727	1062	342	0.0
Pantoea agglomerans	549	species	30133336	1083	122	0.0
Enterobacter cloacae	550	species	5356576	1991	270	0
Erwinia	551	genus	4250482	103	1	0.0
Erwinia amylovora	552	species	3869718	205	0	0.0
Pantoea ananatis	553	species	4838981	636	68	0.0
Pectobacterium carotovorum	554	species	6477254	62	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	351	72	0.0
Dickeya chrysanthemi	556	species	4813854	15	0	0.0
Escherichia	561	genus	8402996	41	0	0.0
Escherichia coli	562	species	8460827	3894	1016	1.17034e-05
Shimwellia blattae	563	species	4158725	345	0	0.0
Escherichia fergusonii	564	species	4643861	441	29	0.0
Atlantibacter hermannii	565	species	13352683	550	49	0.0
Hafnia	568	genus	4712721	27	0	0.0
Hafnia alvei	569	species	4712721	749	119	0.0
Klebsiella	570	genus	12784449	385	27	0.0
Klebsiella oxytoca	571	species	6684898	1897	242	0.0
Klebsiella pneumoniae	573	species	14826006	1754	398	0.0
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	8	1	0.0
Raoultella planticola	575	species	17105658	667	65	0.0
Raoultella terrigena	577	species	6073951	279	60	0.0
Kluyvera	579	genus	0	2	0	0.0
Morganella	581	genus	3844721	25	0	0.0
Morganella morganii	582	species	3844721	1039	345	0.0
Proteus	583	genus	3973324	103	10	0.0
Proteus mirabilis	584	species	3973324	1363	570	7.51102e-05
Proteus vulgaris	585	species	16657186	1086	296	0.0
Providencia	586	genus	4402109	107	9	0.0
Providencia rettgeri	587	species	36637538	1523	233	0.0
Providencia stuartii	588	species	4402109	1164	158	0.0
Salmonella	590	genus	11532269	29	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	39256227	14	2	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	15762832	50	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	33402824	8	7	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	1	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	117041765	2	0	0.0
Serratia	613	genus	5024672	575	61	0.0
Serratia liquefaciens	614	species	5282719	896	68	0.0
Serratia marcescens	615	species	5193266	2868	517	0.0
Serratia odorifera	618	species	5272556	286	158	0.0
Shigella	620	genus	6517268	26	0	0.0
Shigella boydii	621	species	4760589	196	25	0.0
Shigella dysenteriae	622	species	4520554	304	32	0.0
Shigella flexneri	623	species	7250520	176	28	0.0
Shigella sonnei	624	species	5137894	109	3	0.0
Xenorhabdus	626	genus	4157227	27	0	0.0
Xenorhabdus nematophila	628	species	4586662	289	126	0.0
Yersinia	629	genus	6072098	181	15	0.0
Yersinia enterocolitica	630	species	6188788	780	257	0.0
Yersinia intermedia	631	species	24435507	858	30	0.0
Yersinia pestis	632	species	5818786	460	23	0.0
Yersinia pseudotuberculosis	633	species	7671089	626	60	0.0
Edwardsiella	635	genus	3906392	133	11	0.0
Edwardsiella tarda	636	species	3766483	719	24	0.0
Arsenophonus	637	genus	0	7	0	0.0
Arsenophonus nasoniae	638	species	4987107	318	219	0.0
Vibrionaceae	641	family	5610112	231	0	0.0
Aeromonas	642	genus	5822658	618	181	0.0
Aeromonas hydrophila	644	species	4976269	1984	438	0.0
Aeromonas salmonicida	645	species	7807177	731	249	0.0
Aeromonas caviae	648	species	27968422	994	135	9.84526e-06
Aeromonas media	651	species	4788430	306	57	0.0
Aeromonas schubertii	652	species	8750747	746	159	0
Aeromonas veronii	654	species	4551783	2006	475	0.0
Photobacterium	657	genus	6418250	18	0	0.0
Vibrio	662	genus	5583206	1095	425	0.0
Vibrio alginolyticus	663	species	5146637	2831	698	0.00680754
Vibrio cholerae	666	species	5444833	1853	534	0.000131273
Aliivibrio fischeri	668	species	4273718	38	0	0.0
Vibrio harveyi	669	species	35934227	7996	1322	0.00377891
Vibrio parahaemolyticus	670	species	5168015	2712	977	0.0009937
Vibrio vulnificus	672	species	5071151	2398	611	0.000257302
Grimontia hollisae	673	species	16426895	2524	347	3.11868e-05
Vibrio mimicus	674	species	26461692	1548	268	8.14204e-149
Vibrio cincinnatiensis	675	species	15191860	1331	185	1.13693e-05
Vibrio fluvialis	676	species	47771737	1805	408	3.67826e-22
Vibrio campbellii	680	species	8634154	3519	767	0.00195029
Vibrio cholerae O1 biovar El Tor	686	leaf	8153354	3	0	0.0
Vibrio gazogenes	687	species	4786552	443	286	3.16676e-05
Vibrio mediterranei	689	species	11788203	1455	654	0.000811412
Vibrio natriegens	691	species	10343839	710	115	9.69923e-06
Plesiomonas	702	genus	0	4	0	0.0
Plesiomonas shigelloides	703	species	7376338	619	339	0.0
Pasteurellaceae	712	family	2528486	136	2	0.0
Actinobacillus	713	genus	2346381	27	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	747	92	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	301	47	0.0
Actinobacillus suis	716	species	2501598	181	0	0.0
Actinobacillus equuli	718	species	2431533	176	0	0.0
Actinobacillus lignieresii	720	species	2377048	172	51	0.0
Haemophilus	724	genus	2428729	42	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	107	11	0.0
Haemophilus haemolyticus	726	species	7646594	712	155	0.0
Haemophilus influenzae	727	species	2511163	1371	284	0.0
Avibacterium paragallinarum	728	species	2425949	228	138	0.0
Haemophilus parainfluenzae	729	species	2086875	607	221	0.0
[Haemophilus] ducreyi	730	species	1698955	735	179	0.0
Histophilus somni	731	species	2138367	646	289	0.0
Aggregatibacter aphrophilus	732	species	3481722	368	116	0.0
Haemophilus parahaemolyticus	735	species	2091866	190	127	0.0
Glaesserella parasuis	738	species	2362471	820	177	0.0
Aggregatibacter segnis	739	species	2022832	7	0	0.0
Pasteurella	745	genus	2875151	7	0	0.0
Pasteurella multocida	747	species	2875151	1052	404	0.0
[Pasteurella] aerogenes	749	species	2257472	250	155	0.0
Gallibacterium anatis	750	species	2694139	10	0	0.0
Pasteurella dagmatis	754	species	2287213	263	161	0.0
Rodentibacter pneumotropicus	758	species	2439769	219	127	0.0
Avibacterium volantium	762	species	2230476	222	127	0.0
Rickettsiales	766	order	1302079	20	0	0.0
Anaplasma	768	genus	1349657	12	0	0.0
Anaplasma centrale	769	species	1206806	9	0	0.0
Anaplasma marginale	770	species	1200061	4	0	0.0
Bartonellaceae	772	family	1830994	10	0	0.0
Bartonella	773	genus	1830994	156	46	0.0
Bartonella bacilliformis	774	species	1445021	569	0	0.0
Rickettsiaceae	775	family	1316078	15	0	0.0
Coxiella	776	genus	2072642	10	0	0.0
Coxiella burnetii	777	species	2072642	386	181	0.0
Ehrlichia ruminantium	779	species	2264626	30	0	0.0
Rickettsia	780	genus	1252916	378	239	0.0
Rickettsia prowazekii	782	species	1111192	281	127	0.0
Rickettsia rickettsii	783	species	1265141	53	9	0.0
Orientia tsutsugamushi	784	species	2200350	994	202	0.0
Rickettsia typhi	785	species	1112275	246	0	0.0
Rickettsia akari	786	species	1231060	1	0	0.0
Rickettsia canadensis	788	species	1155000	13	0	0.0
Bartonella quintana	803	species	1584515	471	17	0.0
Bartonella elizabethae	807	species	2018538	277	100	0.0
Chlamydiaceae	809	family	1271055	3	0	0.0
Chlamydia	810	genus	1271055	37	14	0.0
Chlamydia trachomatis	813	species	1068120	56	43	0.0
Bacteroidaceae	815	family	5275069	10	0	0.0
Bacteroides	816	genus	5275069	126	12	0.0
Bacteroides fragilis	817	species	5308603	1802	581	0.00275561
Bacteroides thetaiotaomicron	818	species	6293399	449	153	0.000483737
Bacteroides uniformis	820	species	4989532	1018	702	0.00821343
Bacteroides vulgatus	821	species	5163189	1132	346	0.00455002
Parabacteroides distasonis	823	species	10023638	813	148	0.001157
Campylobacter gracilis	824	species	2281652	125	97	0.0
Sebaldella termitidis	826	species	4486650	9	0	0.0
Campylobacter ureolyticus	827	species	1641887	9	0	0.0
Butyrivibrio	830	genus	4404886	3	0	0.0
Fibrobacter succinogenes	833	species	7685639	13	0	0.0
Porphyromonas	836	genus	2657841	20	0	0.0
Porphyromonas gingivalis	837	species	2736420	383	168	0.0
Prevotella	838	genus	3023914	41	3	0.0
Prevotella ruminicola	839	species	3619559	1	0	0.0
Roseburia	841	genus	4042736	5	0	0.0
Wolinella succinogenes	844	species	2110355	134	1	0.0
Oxalobacter	846	genus	2433653	4	0	0.0
Oxalobacter formigenes	847	species	2433653	304	79	0.0
Fusobacterium	848	genus	3161642	60	8	0.0
Fusobacterium mortiferum	850	species	2716766	3	0	0.0
Fusobacterium nucleatum	851	species	3161193	659	90	0.0
Faecalibacterium prausnitzii	853	species	3102523	3858	1380	0.013372
Fusobacterium varium	856	species	3346458	797	434	0.0
Fusobacterium necrophorum	859	species	4694448	222	118	0.0
Fusobacterium periodonticum	860	species	2541084	387	53	0.0
Fusobacterium ulcerans	861	species	3839419	717	0	0.0
Syntrophomonas	862	genus	2936195	1	0	0.0
Syntrophomonas wolfei	863	species	2936195	4	0	0.0
Cardiobacteriaceae	868	family	1389350	10	0	0.0
Dichelobacter	869	genus	1389350	4	0	0.0
Dichelobacter nodosus	870	species	1389350	2	0	0.0
Desulfovibrio	872	genus	3919658	79	1	0.0
Desulfocurvibacter africanus	873	species	4200534	8	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	242	171	0.0
Desulfovibrio salexigens	880	species	4289847	9	0	0.0
Desulfovibrio vulgaris	881	species	3802302	27	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	242	18	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	430	266	0.0
Desulfuromonas	890	genus	0	18	0	0.0
Desulfobulbus	893	genus	0	2	0	0.0
Desulfococcus	896	genus	3944167	6	0	0.0
Desulfococcus multivorans	897	species	8911375	980	0	0.0
Desulfomicrobium	898	genus	3363015	13	0	0.0
Desulfomicrobium baculatum	899	species	3942657	14	0	0.0
Desulfovibrio piger	901	species	2807531	298	197	0.0
Acidaminococcus	904	genus	2408767	3	0	0.0
Acidaminococcus fermentans	905	species	2329769	8	0	0.0
Megasphaera	906	genus	2491645	5	0	0.0
Megasphaera elsdenii	907	species	2491645	141	17	0
Nitrobacter	911	genus	4206807	28	0	0.0
Nitrobacter hamburgensis	912	species	5011522	49	0	0.0
Nitrobacter winogradskyi	913	species	3402093	64	0	0.0
Nitrosomonas	914	genus	2796959	14	0	0.0
Nitrosomonas europaea	915	species	2812094	5	0	0.0
Nitrosomonas eutropha	916	species	2781824	3	0	0.0
Thiobacillus	919	genus	2909809	15	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	21	0	0.0
Starkeya novella	921	species	4765023	52	0	0.0
Thiomonas intermedia	926	species	3462095	367	199	0.0
Halothiobacillus neapolitanus	927	species	2582886	15	0	0.0
Thiomicrospira	933	genus	2045407	21	0	0.0
Hydrogenobacter	939	genus	3486067	1	0	0.0
Anaplasmataceae	942	family	1284438	24	0	0.0
Ehrlichia	943	genus	1369786	29	0	0.0
Ehrlichia canis	944	species	1315030	262	102	0.0
Ehrlichia chaffeensis	945	species	1174554	129	69	0.0
Anaplasma phagocytophilum	948	species	1493914	5	0	0.0
Wolbachia	953	genus	1231799	154	90	0.0
Francisella persica	954	species	3057444	14	0	0.0
Wolbachia pipientis	955	species	1484007	479	22	0.0
Bdellovibrio	958	genus	3359107	16	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	468	154	0.0
Bacteriovorax stolpii	960	species	7691180	953	388	2.56641e-05
Herbaspirillum	963	genus	5363540	106	0	0.0
Herbaspirillum seropedicae	964	species	5513887	1248	92	0.0
Selenomonas	970	genus	3100147	13	0	0.0
Selenomonas ruminantium	971	species	3631933	7	0	0.0
Halanaerobiaceae	972	family	2443704	6	0	0.0
Bacteroidetes	976	phylum	3693192	70	3	0.0
Cytophaga	978	genus	4433218	11	0	0.0
Cellulophaga lytica	979	species	3765936	1849	101	0.0
Pedobacter heparinus	984	species	5167383	2	0	0.0
Cytophaga hutchinsonii	985	species	4433218	10	0	0.0
Flavobacterium johnsoniae	986	species	6096872	4	0	0.0
Solitalea canadensis	995	species	5202069	9	0	0.0
Flavobacterium columnare	996	species	3162432	3062	661	0.0
Bernardetia litoralis	999	species	4919337	8	0	0.0
Marivirga tractuosa	1006	species	4516490	12	0	0.0
Saprospira	1007	genus	4400185	11	0	0.0
Saprospira grandis	1008	species	4400185	8	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	336	237	0.0
Weeksella	1013	genus	2272954	1	0	0.0
Weeksella virosa	1014	species	2272954	404	180	0
Capnocytophaga	1016	genus	2592165	99	19	0.0
Capnocytophaga gingivalis	1017	species	2838633	283	195	0.0
Capnocytophaga sputigena	1019	species	11962418	1226	183	0.0
Beggiatoa	1021	genus	0	1	0	0.0
Erythrobacter	1041	genus	3052398	207	0	0.0
Chromatiaceae	1046	family	3825215	169	3	0.0
Allochromatium vinosum	1049	species	3669074	21	0	0.0
Thermochromatium tepidum	1050	species	2958290	18	0	0.0
Ectothiorhodospira	1051	genus	0	16	0	0.0
Halorhodospira halochloris	1052	species	2834560	273	169	0.0
Halorhodospira halophila	1053	species	2678452	21	0	0.0
Rhodobacter	1060	genus	4425548	179	0	0.0
Rhodobacter capsulatus	1061	species	3871920	56	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	5991	2694	0.0
Rhodomicrobium	1068	genus	4014469	15	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	21	0	0.0
Rhodopseudomonas	1073	genus	5494465	101	0	0.0
Rhodobacter blasticus	1075	species	3706095	2815	1672	0.0
Rhodopseudomonas palustris	1076	species	5494465	2482	556	0.0
Blastochloris viridis	1079	species	11174693	2038	303	9.81215e-17
Rhodospirillum	1081	genus	4371641	52	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	44	0	0.0
Rhodospirillum rubrum	1085	species	4379691	90	0	0.0
Chlorobium	1091	genus	2634484	25	0	0.0
Chlorobium limicola	1092	species	2763181	5	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	124	50	0.0
Chlorobium phaeobacteroides	1096	species	2935152	12	0	0.0
Chlorobaculum tepidum	1097	species	2154946	11	0	0.0
Pelodictyon	1099	genus	2691540	3	0	0.0
