name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Leptospira biflexa	172	species	3953768	11	0	0.0
Leptospira interrogans	173	species	6128534	456	293	0.0
Leptospira borgpetersenii	174	species	4736323	70	13	0.0
Leptospira interrogans serovar Hardjo	176	leaf	4742398	19	0	0.0
Leptospirillum	179	genus	2432093	7	0	0.0
Leptospirillum ferrooxidans	180	species	2559538	10	0	0.0
Aquaspirillum	187	genus	0	81	0	0.0
Azospirillum	191	genus	7223069	1031	46	0.0
Azospirillum brasilense	192	species	50779208	16812	2891	1.44693e-06
Azospirillum lipoferum	193	species	7223069	207	1	0.0
Campylobacter	194	genus	2403822	89	17	0.0
Campylobacter coli	195	species	1776238	632	172	4.72096e-05
Campylobacter fetus	196	species	2065164	133	72	0.0
Campylobacter jejuni	197	species	3124996	1099	401	0
Campylobacter hyointestinalis	198	species	1755214	131	0	0.0
Campylobacter concisus	199	species	2099413	240	131	0.0
Campylobacter curvus	200	species	1971270	118	0	0.0
Campylobacter lari	201	species	1565468	412	122	0.0
Campylobacter showae	204	species	2160580	118	80	0.0
Campylobacter sputorum	206	species	1746988	171	63	0.0
Helicobacter	209	genus	1715890	33	2	0.0
Helicobacter pylori	210	species	1700965	1115	502	0.0
Helicobacter acinonychis	212	species	1557588	1	0	0.0
Helicobacter cinaedi	213	species	2170766	214	56	0.0
Helicobacter felis	214	species	1672681	4	0	0.0
Helicobacter mustelae	217	species	1578097	97	0	0.0
Achromobacter	222	genus	7359146	1641	8	0.0
Alteromonas	226	genus	4609878	116	10	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	307	207	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	1	0	0.0
Brucella	234	genus	4039663	1232	751	0.0
Brucella abortus	235	species	3283421	32	3	0.0
Flavobacterium	237	genus	3461015	122	15	0.0
Elizabethkingia meningoseptica	238	species	15625789	1051	197	0.0
Chryseobacterium balustinum	246	species	4974086	502	303	0.0
Empedobacter brevis	247	species	7431270	1029	148	0.0
Chryseobacterium gleum	250	species	9292597	625	393	8.6319e-06
Chryseobacterium indologenes	253	species	35240523	1873	429	0.0
Chryseobacterium indoltheticum	254	species	8445673	826	456	0.0
Sphingobacterium thalpophilum	259	species	5962893	378	283	8.13061e-05
Francisella	262	genus	3767258	67	7	0.0
Francisella tularensis	263	species	3018743	486	303	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	146	29	0.0
Paracoccus	265	genus	5054656	416	6	0.0
Paracoccus denitrificans	266	species	5236194	1764	29	0.0
Thermus	270	genus	2279019	146	9	0.0
Thermus aquaticus	271	species	2338641	6	0	0.0
Thermus thermophilus	274	species	2214494	1336	272	0.0
Meiothermus ruber	277	species	3097457	21	0	0.0
Xanthobacter	279	genus	5625098	52	0	0.0
Xanthobacter autotrophicus	280	species	5625098	113	0	0.0
Comamonas	283	genus	5461687	757	0	0.0
Comamonas testosteroni	285	species	5856025	5876	2768	0
Pseudomonas	286	genus	9017316	12036	4032	0.0
Pseudomonas aeruginosa	287	species	6798896	13362	2309	0.000116793
Pseudoalteromonas atlantica	288	species	5187005	258	25	0.0
Burkholderia cepacia	292	species	13565292	8288	1124	0.0
Brevundimonas diminuta	293	species	3551819	1172	536	0.0
Pseudomonas fluorescens	294	species	6604895	12344	3246	7.947e-266
Pseudomonas fragi	296	species	10253943	1146	203	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	760	513	0.0
Pseudomonas mendocina	300	species	5293211	5027	1555	0.0
Pseudomonas oleovorans	301	species	4686340	2212	241	0.0
Pseudomonas putida	303	species	6160317	15077	3667	0.00025047
Ralstonia solanacearum	305	species	5757294	21257	4536	4.88075e-208
Pseudomonas stutzeri	316	species	4548207	12129	3450	1.79343e-05
Pseudomonas syringae	317	species	8747300	2673	365	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	622	146	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	885	89	0.0
Ralstonia pickettii	329	species	5505543	3201	872	6.45572e-223
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	380	103	0.0
Burkholderia glumae	337	species	6878727	4815	320	0.0
Xanthomonas	338	genus	23419814	2090	393	0.0
Xanthomonas campestris	339	species	7099366	1474	608	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	559	23	0.0
Xanthomonas translucens	343	species	11701367	713	0	0.0
Xanthomonas citri	346	species	27676482	2662	663	0.0
Xanthomonas oryzae	347	species	63225372	2754	1121	0.0
Azotobacter	352	genus	5311796	99	0	0.0
Azotobacter chroococcum	353	species	5192286	2135	540	0.0
Azotobacter vinelandii	354	species	5351632	487	0	0.0
Rhizobiales	356	order	5410296	3810	49	0.0
Agrobacterium	357	genus	6422834	374	0	0.0
Agrobacterium tumefaciens	358	species	7273300	9723	1269	0.0
Agrobacterium rhizogenes	359	species	5482241	1010	392	0.0
Agrobacterium vitis	373	species	6320946	37	0	0.0
Bradyrhizobium	374	genus	11894480	4075	926	0.0
Bradyrhizobium japonicum	375	species	9207384	5128	720	2.34707e-05
Bradyrhizobium sp.	376	species	7547693	2058	968	0.0
Rhizobium	379	genus	8184003	3093	884	0.0
Sinorhizobium fredii	380	species	6924988	1848	128	0.0
Mesorhizobium loti	381	species	7481739	43	0	0.0
Sinorhizobium meliloti	382	species	7082772	4464	1783	0.0
Rhizobium leguminosarum	384	species	9364981	5317	1445	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	2886	798	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	1363	569	0.0
Rhizobium phaseoli	396	species	6665454	3049	281	0
Rhizobium tropici	398	species	6686334	23	0	0.0
Neorhizobium galegae	399	species	6434105	215	0	0.0
Methylococcaceae	403	family	4384317	141	0	0.0
Methylobacillus	404	genus	2971517	43	0	0.0
Methylobacillus flagellatus	405	species	2971517	110	0	0.0
Methylobacterium	407	genus	7144985	1463	75	0.0
Methylorubrum extorquens	408	species	8218505	5147	915	0.0
Methylococcus	413	genus	3304561	32	0	0.0
Methylococcus capsulatus	414	species	3304561	63	0	0.0
Methylomonas	416	genus	5051681	85	7	0.0
Methylomonas methanica	421	species	5051681	16	0	0.0
Methylosinus	425	genus	5183433	119	0	0.0
Methylosinus trichosporium	426	species	5183433	114	0	0.0
Acetobacteraceae	433	family	3826783	592	13	0.0
Acetobacter	434	genus	3590557	144	33	0.0
Acetobacter aceti	435	species	3725037	462	296	0.0
Acetobacter pasteurianus	438	species	3590557	596	165	0.0
Gluconobacter	441	genus	4181963	25	0	0.0
Gluconobacter oxydans	442	species	4181963	302	56	0.0
Legionellaceae	444	family	10525492	40	0	0.0
Legionella	445	genus	10525492	90	7	0.0
Legionella pneumophila	446	species	12363603	1171	672	0.0
Legionella hackeliae	449	species	3570857	330	237	0.0
Legionella longbeachae	450	species	4149158	979	196	0.0
Tatlockia micdadei	451	species	9836958	844	139	0.0
Legionella spiritensis	452	species	6755735	490	52	7.95075e-191
Legionella israelensis	454	species	9344693	807	250	0.0
Legionella jordanis	456	species	3133723	262	178	8.88093e-30
Tatlockia	465	genus	0	3	0	0.0
Moraxellaceae	468	family	3943545	165	0	0.0
Acinetobacter	469	genus	4126830	612	199	0.0
Acinetobacter baumannii	470	species	4233127	3149	679	7.21721e-188
Acinetobacter calcoaceticus	471	species	8050108	851	404	0.0
Moraxella	475	genus	1863286	38	0	0.0
Moraxella bovis	476	species	2911207	418	250	0.0
Moraxella catarrhalis	480	species	1863286	1007	249	0.0
Neisseriaceae	481	family	2244925	513	1	0.0
Neisseria	482	genus	2223758	493	82	0.0
Neisseria cinerea	483	species	1832904	317	112	0.0
Neisseria flavescens	484	species	2231882	414	155	0.0
Neisseria gonorrhoeae	485	species	2216159	1074	226	0.0
Neisseria lactamica	486	species	2220606	918	80	0.0
Neisseria meningitidis	487	species	2222288	2210	453	0.0
Neisseria mucosa	488	species	2783943	538	232	0.0
Neisseria polysaccharea	489	species	2024930	316	48	0.0
Neisseria animalis	492	species	4477875	1007	37	0.0
Neisseria canis	493	species	2569389	617	364	0.0
Neisseria elongata	495	species	2253031	1286	409	0.0
Psychrobacter	497	genus	2875899	63	6	0.0
Thermomicrobium	499	genus	2920744	10	0	0.0
Thermomicrobium roseum	500	species	2920744	11	0	0.0
Kingella kingae	504	species	4021433	1251	561	0.0
Alcaligenaceae	506	family	4354306	959	5	0.0
Alcaligenes	507	genus	0	74	0	0.0
Alcaligenes faecalis	511	species	32768163	7463	1817	6.56822e-27
Bordetella	517	genus	4536693	1601	12	0.0
Bordetella bronchiseptica	518	species	5231793	7219	459	0.0
Bordetella parapertussis	519	species	4836562	2065	61	0.0
Bordetella pertussis	520	species	4781978	706	55	0
Bordetella avium	521	species	3732255	2984	87	0.0
Acidiphilium	522	genus	4088912	112	0	0.0
Acidiphilium cryptum	524	species	3963080	60	0	0.0
Ochrobactrum	528	genus	5205777	81	0	0.0
Ochrobactrum anthropi	529	species	5205777	1401	255	0.0
Beijerinckia	532	genus	4418616	10	0	0.0
Beijerinckia indica	533	species	4418616	27	0	0.0
Chromobacterium	535	genus	4751080	745	15	0.0
Chromobacterium violaceum	536	species	4751080	3977	265	3.62423e-05
Eikenella	538	genus	0	43	0	0.0
Eikenella corrodens	539	species	4651055	1671	615	0.0
Zymomonas	541	genus	3463673	11	0	0.0
Zymomonas mobilis	542	species	3463673	353	242	0.0
Enterobacteriaceae	543	family	10251881	1152	32	0.0
Citrobacter	544	genus	5276819	638	150	0.0
Citrobacter koseri	545	species	4735357	1401	80	0
Citrobacter freundii	546	species	5164552	2072	288	0.000718662
Enterobacter	547	genus	11028548	1137	192	0.0
Klebsiella aerogenes	548	species	5435727	2055	639	4.70801e-05
Pantoea agglomerans	549	species	30133336	2052	280	0.0
Enterobacter cloacae	550	species	5356576	4766	652	0.00465247
Erwinia	551	genus	4250482	182	3	0.0
Erwinia amylovora	552	species	3869718	309	0	0.0
Pantoea ananatis	553	species	4838981	1237	138	0.0
Pectobacterium carotovorum	554	species	6477254	71	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	479	95	0.0
Dickeya chrysanthemi	556	species	4813854	23	0	0.0
Escherichia	561	genus	8402996	80	0	0.0
Escherichia coli	562	species	8460827	5170	1259	0.000716872
Shimwellia blattae	563	species	4158725	785	0	0.0
Escherichia fergusonii	564	species	4643861	552	60	0.0
Atlantibacter hermannii	565	species	13352683	1003	101	0.0
Hafnia	568	genus	4712721	47	0	0.0
Hafnia alvei	569	species	4712721	839	138	0.0
Klebsiella	570	genus	12784449	739	46	0.0
Klebsiella oxytoca	571	species	6684898	3544	391	0.000289707
Klebsiella pneumoniae	573	species	14826006	3337	657	0.000359081
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	17	0	2.15678e-19
Raoultella planticola	575	species	17105658	1095	149	2.66543e-16
Raoultella terrigena	577	species	6073951	599	177	0.0
Morganella	581	genus	3844721	27	0	0.0
Morganella morganii	582	species	3844721	1512	538	3.91447e-05
Proteus	583	genus	3973324	99	9	0.0
Proteus mirabilis	584	species	3973324	1264	541	0.0
Proteus vulgaris	585	species	16657186	1258	315	0.0
Providencia	586	genus	4402109	109	5	0.0
Providencia rettgeri	587	species	36637538	1769	255	0
Providencia stuartii	588	species	4402109	1532	209	0.0
Salmonella	590	genus	11532269	37	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	39256227	18	5	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	15762832	73	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	33402824	13	2	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	1	1	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	117041765	33	12	0.0
Serratia	613	genus	5024672	1365	197	0.0
Serratia liquefaciens	614	species	5282719	1367	137	0.0
Serratia marcescens	615	species	5193266	6994	1192	0.000215004
Serratia odorifera	618	species	5272556	432	240	0.0
Shigella	620	genus	6517268	59	0	0.0
Shigella boydii	621	species	4760589	291	34	0
Shigella dysenteriae	622	species	4520554	345	36	0
Shigella flexneri	623	species	7250520	256	26	1.21533e-54
Shigella sonnei	624	species	5137894	95	9	4.81007e-39
Xenorhabdus	626	genus	4157227	21	0	0.0
Xenorhabdus nematophila	628	species	4586662	251	74	0.0
Yersinia	629	genus	6072098	174	21	0.0
Yersinia enterocolitica	630	species	6188788	884	290	0.0
Yersinia intermedia	631	species	24435507	1004	32	0.0
Yersinia pestis	632	species	5818786	476	24	0
Yersinia pseudotuberculosis	633	species	7671089	703	66	0.0
Edwardsiella	635	genus	3906392	275	6	0.0
Edwardsiella tarda	636	species	3766483	1403	51	1.23269e-320
Arsenophonus	637	genus	0	8	0	0.0
Arsenophonus nasoniae	638	species	4987107	329	239	0.0
Vibrionaceae	641	family	5610112	246	0	0.0
Aeromonas	642	genus	5822658	1385	425	0.0
Aeromonas hydrophila	644	species	4976269	4434	946	0.000408013
Aeromonas salmonicida	645	species	7807177	1576	462	6.90462e-284
Aeromonas caviae	648	species	27968422	2941	299	9.19966e-05
Aeromonas media	651	species	4788430	759	154	0
Aeromonas schubertii	652	species	8750747	1676	333	4.42063e-05
Aeromonas veronii	654	species	4551783	4398	1052	0.000447797
Photobacterium	657	genus	6418250	25	0	0.0
Vibrio	662	genus	5583206	750	125	0.0
Vibrio alginolyticus	663	species	5146637	1316	298	0.0
Vibrio cholerae	666	species	5444833	1955	553	1.36918e-05
Aliivibrio fischeri	668	species	4273718	23	0	0.0
Vibrio harveyi	669	species	35934227	1166	181	0.0
Vibrio parahaemolyticus	670	species	5168015	2039	592	0.0
Vibrio vulnificus	672	species	5071151	2266	489	0.0
Grimontia hollisae	673	species	16426895	1255	200	0.0
Vibrio mimicus	674	species	26461692	1670	245	2.78207e-06
Vibrio cincinnatiensis	675	species	15191860	1029	170	0.0
Vibrio fluvialis	676	species	47771737	1968	385	0.0
Vibrio campbellii	680	species	8634154	1143	177	0.0
Vibrio gazogenes	687	species	4786552	261	177	0.0
Vibrio mediterranei	689	species	11788203	726	207	0.0
Vibrio natriegens	691	species	10343839	643	89	0.0
Plesiomonas	702	genus	0	23	0	0.0
Plesiomonas shigelloides	703	species	7376338	887	459	9.07006e-05
Pasteurellaceae	712	family	2528486	210	5	0.0
Actinobacillus	713	genus	2346381	27	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	899	120	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	367	71	0.0
Actinobacillus suis	716	species	2501598	204	0	0.0
Actinobacillus equuli	718	species	2431533	249	0	0.0
Actinobacillus lignieresii	720	species	2377048	212	64	0.0
Haemophilus	724	genus	2428729	61	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	187	21	0.0
Haemophilus haemolyticus	726	species	7646594	1048	207	0.0
Haemophilus influenzae	727	species	2511163	1757	394	0.0
Avibacterium paragallinarum	728	species	2425949	243	120	0.0
Haemophilus parainfluenzae	729	species	2086875	811	283	0.0
[Haemophilus] ducreyi	730	species	1698955	887	217	0.0
Histophilus somni	731	species	2138367	637	304	0.0
Aggregatibacter aphrophilus	732	species	3481722	465	137	0.0
Haemophilus parahaemolyticus	735	species	2091866	214	135	0.0
Glaesserella parasuis	738	species	2362471	1143	237	0.0
Aggregatibacter segnis	739	species	2022832	5	0	0.0
Pasteurella	745	genus	2875151	2	0	0.0
Pasteurella multocida	747	species	2875151	1113	454	0.0
[Pasteurella] aerogenes	749	species	2257472	289	192	0.0
Gallibacterium anatis	750	species	2694139	11	0	0.0
Pasteurella dagmatis	754	species	2287213	316	186	0.0
Rodentibacter pneumotropicus	758	species	2439769	239	137	0.0
Avibacterium volantium	762	species	2230476	286	137	0.0
Rickettsiales	766	order	1302079	45	0	0.0
Anaplasma	768	genus	1349657	5	0	0.0
Anaplasma marginale	770	species	1200061	7	0	0.0
Bartonellaceae	772	family	1830994	5	0	0.0
Bartonella	773	genus	1830994	117	38	0.0
Bartonella bacilliformis	774	species	1445021	314	0	0.0
Rickettsiaceae	775	family	1316078	17	0	0.0
Coxiella	776	genus	2072642	22	0	0.0
Coxiella burnetii	777	species	2072642	463	203	0.0
Ehrlichia ruminantium	779	species	2264626	14	0	0.0
Rickettsia	780	genus	1252916	218	157	0.0
Rickettsia conorii	781	species	1268755	1	0	0.0
Rickettsia prowazekii	782	species	1111192	133	66	0.0
Rickettsia rickettsii	783	species	1265141	15	0	0.0
Orientia tsutsugamushi	784	species	2200350	413	97	0.0
Rickettsia typhi	785	species	1112275	110	0	0.0
Rickettsia australis	787	species	1323280	3	0	0.0
Rickettsia canadensis	788	species	1155000	6	0	0.0
Bartonella quintana	803	species	1584515	289	8	0.0
Bartonella elizabethae	807	species	2018538	159	57	0.0
Chlamydiaceae	809	family	1271055	5	0	0.0
Chlamydia	810	genus	1271055	61	32	0.0
Chlamydia trachomatis	813	species	1068120	62	38	0.0
Bacteroidaceae	815	family	5275069	10	0	0.0
Bacteroides	816	genus	5275069	273	18	0.0
Bacteroides fragilis	817	species	5308603	2536	829	0.00411241
Bacteroides thetaiotaomicron	818	species	6293399	729	260	0.000939879
Bacteroides uniformis	820	species	4989532	1761	994	0.0090361
Bacteroides vulgatus	821	species	5163189	3390	923	0.0139313
Parabacteroides distasonis	823	species	10023638	1005	210	0.00125457
Campylobacter gracilis	824	species	2281652	138	104	0.0
Sebaldella termitidis	826	species	4486650	4	0	0.0
Campylobacter ureolyticus	827	species	1641887	3	0	0.0
Butyrivibrio	830	genus	4404886	2	0	0.0
Fibrobacter	832	genus	7685639	13	0	0.0
Fibrobacter succinogenes	833	species	7685639	19	0	0.0
Porphyromonas	836	genus	2657841	20	0	0.0
Porphyromonas gingivalis	837	species	2736420	512	234	1.04638e-05
Prevotella	838	genus	3023914	54	3	0.0
Prevotella ruminicola	839	species	3619559	4	0	0.0
Roseburia	841	genus	4042736	12	0	0.0
Wolinella succinogenes	844	species	2110355	171	1	0.000191255
Oxalobacter	846	genus	2433653	16	0	0.0
Oxalobacter formigenes	847	species	2433653	1383	306	0
Fusobacterium	848	genus	3161642	33	0	0.0
Fusobacterium gonidiaformans	849	species	1678881	1	0	0.0
Fusobacterium mortiferum	850	species	2716766	17	0	0.0
Fusobacterium nucleatum	851	species	3161193	324	71	0.0
Faecalibacterium prausnitzii	853	species	3102523	9933	3777	0.0402657
Fusobacterium varium	856	species	3346458	584	280	0
Fusobacterium necrophorum	859	species	4694448	181	82	0.0
Fusobacterium periodonticum	860	species	2541084	222	30	0.0
Fusobacterium ulcerans	861	species	3839419	1228	0	0.00208186
Syntrophomonas	862	genus	2936195	6	0	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Cardiobacteriaceae	868	family	1389350	23	0	0.0
Dichelobacter	869	genus	1389350	1	0	0.0
Dichelobacter nodosus	870	species	1389350	10	0	0.0
Desulfovibrio	872	genus	3919658	151	0	0.0
Desulfocurvibacter africanus	873	species	4200534	41	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	599	393	0.000103634
Desulfovibrio salexigens	880	species	4289847	8	0	0.0
Desulfovibrio vulgaris	881	species	3802302	105	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	672	71	2.17389e-321
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	1108	739	3.63244e-05
Desulfuromonas	890	genus	0	25	0	0.0
Desulfobulbus	893	genus	0	6	0	0.0
Desulfococcus	896	genus	3944167	12	0	0.0
Desulfococcus multivorans	897	species	8911375	1031	0	3.30128e-05
Desulfomicrobium	898	genus	3363015	16	0	0.0
Desulfomicrobium baculatum	899	species	3942657	18	0	0.0
Desulfovibrio piger	901	species	2807531	739	489	3.22719e-05
Acidaminococcus	904	genus	2408767	11	0	0.0
Acidaminococcus fermentans	905	species	2329769	6	0	0.0
Megasphaera	906	genus	2491645	6	0	0.0
Megasphaera elsdenii	907	species	2491645	415	41	1.23281e-180
Nitrobacter	911	genus	4206807	45	0	0.0
Nitrobacter hamburgensis	912	species	5011522	141	0	0.0
Nitrobacter winogradskyi	913	species	3402093	103	0	0.0
Nitrosomonas	914	genus	2796959	62	0	0.0
Nitrosomonas europaea	915	species	2812094	13	0	0.0
Nitrosomonas eutropha	916	species	2781824	14	0	0.0
Thiobacillus	919	genus	2909809	106	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	36	0	0.0
Starkeya novella	921	species	4765023	190	0	0.0
Thiomonas intermedia	926	species	3462095	3071	1766	0
Halothiobacillus neapolitanus	927	species	2582886	15	0	0.0
Acidithiobacillus thiooxidans	930	species	3415726	7	0	0.0
Thiomicrospira	933	genus	2045407	15	0	0.0
Hydrogenobacter	939	genus	3486067	1	0	0.0
Hydrogenobacter thermophilus	940	species	3486067	3	0	0.0
Anaplasmataceae	942	family	1284438	20	0	0.0
Ehrlichia	943	genus	1369786	8	0	0.0
Ehrlichia canis	944	species	1315030	132	61	0.0
Ehrlichia chaffeensis	945	species	1174554	101	53	0.0
Anaplasma phagocytophilum	948	species	1493914	56	0	0.0
Neorickettsia risticii	950	species	879977	8	0	0.0
Neorickettsia sennetsu	951	species	859006	7	0	0.0
Wolbachia	953	genus	1231799	114	34	0.0
Francisella persica	954	species	3057444	7	0	0.0
Wolbachia pipientis	955	species	1484007	287	13	0.0
Bdellovibrio	958	genus	3359107	34	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	659	243	8.16042e-06
Bacteriovorax stolpii	960	species	7691180	672	286	0.0
Herbaspirillum	963	genus	5363540	860	10	0.0
Herbaspirillum seropedicae	964	species	5513887	8375	569	0.000259879
Selenomonas	970	genus	3100147	29	0	0.0
Selenomonas ruminantium	971	species	3631933	8	0	0.0
Halanaerobiaceae	972	family	2443704	7	0	0.0
Bacteroidetes	976	phylum	3693192	83	1	0.0
Cytophaga	978	genus	4433218	11	0	0.0
Cellulophaga lytica	979	species	3765936	725	74	0.0
Pedobacter heparinus	984	species	5167383	7	0	0.0
Cytophaga hutchinsonii	985	species	4433218	10	0	0.0
Flavobacterium johnsoniae	986	species	6096872	7	0	0.0
Solitalea canadensis	995	species	5202069	28	0	0.0
Flavobacterium columnare	996	species	3162432	2203	462	0.0
Bernardetia litoralis	999	species	4919337	9	0	0.0
Marivirga tractuosa	1006	species	4516490	11	0	0.0
Saprospira	1007	genus	4400185	5	0	0.0
Saprospira grandis	1008	species	4400185	2	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	360	236	0.0
Weeksella virosa	1014	species	2272954	268	130	0.0
Capnocytophaga	1016	genus	2592165	73	18	0.0
Capnocytophaga gingivalis	1017	species	2838633	157	111	0.0
Capnocytophaga ochracea	1018	species	2612925	8	0	0.0
Capnocytophaga sputigena	1019	species	11962418	725	154	0.0
Beggiatoa	1021	genus	0	9	0	0.0
Erythrobacter	1041	genus	3052398	287	0	0.0
Chromatiaceae	1046	family	3825215	306	1	0.0
Allochromatium vinosum	1049	species	3669074	60	0	0.0
Thermochromatium tepidum	1050	species	2958290	36	0	0.0
Ectothiorhodospira	1051	genus	0	28	0	0.0
Halorhodospira halochloris	1052	species	2834560	321	201	0.0
Halorhodospira halophila	1053	species	2678452	47	0	0.0
Rhodobacter	1060	genus	4425548	158	0	0.0
Rhodobacter capsulatus	1061	species	3871920	40	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	4592	1995	6.18025e-05
Rhodomicrobium	1068	genus	4014469	42	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	52	0	0.0
Rhodopseudomonas	1073	genus	5494465	202	0	0.0
Rhodobacter blasticus	1075	species	3706095	1845	1216	0.000171214
Rhodopseudomonas palustris	1076	species	5494465	7789	1856	9.22489e-29
