name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Helicobacter mustelae	217	species	1578097	71	0	0.0
Achromobacter	222	genus	7359146	1019	1	0.0
Alteromonas	226	genus	4609878	133	13	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	215	123	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	6	0	0.0
Brucella	234	genus	4039663	940	526	0.0
Brucella abortus	235	species	3283421	33	1	0.0
Flavobacterium	237	genus	3461015	149	20	0.0
Elizabethkingia meningoseptica	238	species	15625789	867	108	0.0
Chryseobacterium balustinum	246	species	4974086	322	189	0.0
Empedobacter brevis	247	species	7431270	726	112	0.0
Chryseobacterium gleum	250	species	9292597	476	313	0.0
Chryseobacterium indologenes	253	species	35240523	1388	270	0.0
Chryseobacterium indoltheticum	254	species	8445673	584	332	0.0
Sphingobacterium thalpophilum	259	species	5962893	281	204	4.44431e-05
Francisella	262	genus	3767258	84	12	0.0
Francisella tularensis	263	species	3018743	311	156	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	101	34	0.0
Paracoccus	265	genus	5054656	407	9	0.0
Paracoccus denitrificans	266	species	5236194	1899	30	0.0
Thermus	270	genus	2279019	72	16	0.0
Thermus aquaticus	271	species	2338641	4	0	0.0
Thermus thermophilus	274	species	2214494	675	130	0.0
Meiothermus ruber	277	species	3097457	14	0	0.0
Xanthobacter	279	genus	5625098	68	0	0.0
Xanthobacter autotrophicus	280	species	5625098	64	0	0.0
Comamonas	283	genus	5461687	449	0	0.0
Comamonas testosteroni	285	species	5856025	3938	1904	1.88182e-05
Pseudomonas	286	genus	9017316	8331	2714	0.0
Pseudomonas aeruginosa	287	species	6798896	7641	1367	0.000742515
Pseudoalteromonas atlantica	288	species	5187005	178	13	0.0
Burkholderia cepacia	292	species	13565292	3643	537	0.0
Brevundimonas diminuta	293	species	3551819	688	283	0.0
Pseudomonas fluorescens	294	species	6604895	7990	2120	1.60994e-23
Pseudomonas fragi	296	species	10253943	866	144	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	571	393	0.0
Pseudomonas mendocina	300	species	5293211	3370	984	2.64825e-05
Pseudomonas oleovorans	301	species	4686340	1541	179	0.000111646
Pseudomonas putida	303	species	6160317	9633	2372	0.000123514
Ralstonia solanacearum	305	species	5757294	11142	2416	2.74615e-17
Pseudomonas stutzeri	316	species	4548207	7868	2233	0.000722941
Pseudomonas syringae	317	species	8747300	1941	272	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	489	114	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	657	64	0.0
Ralstonia pickettii	329	species	5505543	1764	476	0.0
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	223	68	0.0
Burkholderia glumae	337	species	6878727	2212	126	0.0
Xanthomonas	338	genus	23419814	1198	227	0.0
Xanthomonas campestris	339	species	7099366	851	333	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	285	20	0.0
Xanthomonas translucens	343	species	11701367	371	0	0.0
Xanthomonas citri	346	species	27676482	1517	316	0.0
Xanthomonas oryzae	347	species	63225372	1620	700	0.0
Azotobacter	352	genus	5311796	83	0	0.0
Azotobacter chroococcum	353	species	5192286	1361	304	1.31331e-05
Azotobacter vinelandii	354	species	5351632	348	0	0.0
Rhizobiales	356	order	5410296	2280	10	0.0
Agrobacterium	357	genus	6422834	265	0	0.0
Agrobacterium tumefaciens	358	species	7273300	6473	768	0
Agrobacterium rhizogenes	359	species	5482241	667	263	0.0
Agrobacterium vitis	373	species	6320946	34	0	0.0
Bradyrhizobium	374	genus	11894480	1734	389	0.0
Bradyrhizobium japonicum	375	species	9207384	2061	317	0.0
Bradyrhizobium sp.	376	species	7547693	815	360	0.0
Rhizobium	379	genus	8184003	1868	473	0.0
Sinorhizobium fredii	380	species	6924988	1005	83	0.0
Mesorhizobium loti	381	species	7481739	24	0	0.0
Sinorhizobium meliloti	382	species	7082772	2517	977	0.0
Rhizobium leguminosarum	384	species	9364981	3110	855	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1731	453	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	702	316	0.0
Rhizobium phaseoli	396	species	6665454	1720	118	0.0
Rhizobium tropici	398	species	6686334	20	0	0.0
Neorhizobium galegae	399	species	6434105	127	0	0.0
Methylococcaceae	403	family	4384317	108	0	0.0
Methylobacillus	404	genus	2971517	15	0	0.0
Methylobacillus flagellatus	405	species	2971517	70	0	0.0
Methylobacterium	407	genus	7144985	751	31	0.0
Methylorubrum extorquens	408	species	8218505	2312	416	0.0
Methylococcus	413	genus	3304561	8	0	0.0
Methylococcus capsulatus	414	species	3304561	34	0	0.0
Methylomonas	416	genus	5051681	84	2	0.0
Methylomonas methanica	421	species	5051681	24	0	0.0
Methylosinus	425	genus	5183433	44	0	0.0
Methylosinus trichosporium	426	species	5183433	39	0	0.0
Acetobacteraceae	433	family	3826783	361	1	0.0
Acetobacter	434	genus	3590557	102	31	0.0
Acetobacter aceti	435	species	3725037	296	164	0.0
Acetobacter pasteurianus	438	species	3590557	523	115	0.0
Gluconobacter	441	genus	4181963	35	0	0.0
Gluconobacter oxydans	442	species	4181963	256	57	0.0
Legionellaceae	444	family	10525492	35	0	0.0
Legionella	445	genus	10525492	42	8	0.0
Legionella pneumophila	446	species	12363603	782	454	0.0
Legionella hackeliae	449	species	3570857	229	162	0
Legionella longbeachae	450	species	4149158	662	140	0.0
Tatlockia micdadei	451	species	9836958	561	59	0.0
Legionella spiritensis	452	species	6755735	427	50	0.0
Legionella israelensis	454	species	9344693	598	160	0.0
Legionella jordanis	456	species	3133723	197	144	2.99492e-05
Tatlockia	465	genus	0	2	0	0.0
Moraxellaceae	468	family	3943545	119	0	0.0
Acinetobacter	469	genus	4126830	535	198	0.0
Acinetobacter baumannii	470	species	4233127	2082	410	0.000325721
Acinetobacter calcoaceticus	471	species	8050108	519	224	0.0
Moraxella	475	genus	1863286	33	0	0.0
Moraxella bovis	476	species	2911207	270	152	0.0
Moraxella catarrhalis	480	species	1863286	744	226	0.0
Neisseriaceae	481	family	2244925	354	0	0.0
Neisseria	482	genus	2223758	369	43	0.0
Neisseria cinerea	483	species	1832904	273	96	0.0
Neisseria flavescens	484	species	2231882	326	107	0.0
Neisseria gonorrhoeae	485	species	2216159	677	140	0.0
Neisseria lactamica	486	species	2220606	652	61	0.0
Neisseria meningitidis	487	species	2222288	1527	278	0.0
Neisseria mucosa	488	species	2783943	354	144	0.0
Neisseria polysaccharea	489	species	2024930	241	31	0.0
Neisseria animalis	492	species	4477875	810	26	0.0
Neisseria canis	493	species	2569389	443	265	0.0
Neisseria elongata	495	species	2253031	845	280	3.04526e-12
Psychrobacter	497	genus	2875899	58	9	0.0
Thermomicrobium	499	genus	2920744	2	0	0.0
Thermomicrobium roseum	500	species	2920744	3	0	0.0
Kingella kingae	504	species	4021433	799	357	0.0
Alcaligenaceae	506	family	4354306	646	1	0.0
Alcaligenes	507	genus	0	61	0	0.0
Alcaligenes faecalis	511	species	32768163	5852	1357	6.96204e-06
Bordetella	517	genus	4536693	956	7	0.0
Bordetella bronchiseptica	518	species	5231793	3772	257	0.0
Bordetella parapertussis	519	species	4836562	1127	31	0.0
Bordetella pertussis	520	species	4781978	372	30	0.0
Bordetella avium	521	species	3732255	2018	61	0.0
Acidiphilium	522	genus	4088912	56	0	0.0
Acidiphilium cryptum	524	species	3963080	30	0	0.0
Ochrobactrum	528	genus	5205777	89	0	0.0
Ochrobactrum anthropi	529	species	5205777	1073	207	0.0
Beijerinckia	532	genus	4418616	2	0	0.0
Beijerinckia indica	533	species	4418616	14	0	0.0
Chromobacterium	535	genus	4751080	566	20	0.0
Chromobacterium violaceum	536	species	4751080	2153	173	0.000195583
Eikenella	538	genus	0	35	0	0.0
Eikenella corrodens	539	species	4651055	1259	454	1.04501e-16
Zymomonas	541	genus	3463673	13	0	0.0
Zymomonas mobilis	542	species	3463673	338	236	0.0
Enterobacteriaceae	543	family	10251881	969	27	0.0
Citrobacter	544	genus	5276819	509	112	0.0
Citrobacter koseri	545	species	4735357	1207	56	0
Citrobacter freundii	546	species	5164552	1502	200	0.000709381
Enterobacter	547	genus	11028548	644	109	0.0
Klebsiella aerogenes	548	species	5435727	1301	426	0.00015302
Pantoea agglomerans	549	species	30133336	1430	156	0.0
Enterobacter cloacae	550	species	5356576	2885	382	0.0017904
Erwinia	551	genus	4250482	148	0	0.0
Erwinia amylovora	552	species	3869718	251	0	0.0
Pantoea ananatis	553	species	4838981	915	81	0.0
Pectobacterium carotovorum	554	species	6477254	55	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	321	72	0.0
Dickeya chrysanthemi	556	species	4813854	23	0	0.0
Escherichia	561	genus	8402996	52	0	0.0
Escherichia coli	562	species	8460827	3670	835	0.00103309
Shimwellia blattae	563	species	4158725	620	0	0.0
Escherichia fergusonii	564	species	4643861	463	41	0.0
Atlantibacter hermannii	565	species	13352683	768	61	0.0
Hafnia	568	genus	4712721	29	0	0.0
Hafnia alvei	569	species	4712721	709	127	0.0
Klebsiella	570	genus	12784449	525	22	0.0
Klebsiella oxytoca	571	species	6684898	2604	258	4.3737e-05
Klebsiella pneumoniae	573	species	14826006	2135	427	0.00017817
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	13	2	3.77231e-16
Raoultella planticola	575	species	17105658	745	87	0.0
Raoultella terrigena	577	species	6073951	314	75	0.0
Morganella	581	genus	3844721	21	0	0.0
Morganella morganii	582	species	3844721	1173	403	0.000146749
Proteus	583	genus	3973324	103	8	0.0
Proteus mirabilis	584	species	3973324	1026	462	8.9823e-05
Proteus vulgaris	585	species	16657186	815	172	0.0
Providencia	586	genus	4402109	72	3	0.0
Providencia rettgeri	587	species	36637538	1274	186	0
Providencia stuartii	588	species	4402109	1036	148	1.79467e-05
Salmonella	590	genus	11532269	26	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	39256227	16	0	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	15762832	3	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	33402824	2	0	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	1	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	117041765	16	3	0.0
Serratia	613	genus	5024672	952	132	0.0
Serratia liquefaciens	614	species	5282719	1024	96	0.0
Serratia marcescens	615	species	5193266	4207	698	3.94936e-05
Serratia odorifera	618	species	5272556	395	209	0.0
Shigella	620	genus	6517268	42	0	0.0
Shigella boydii	621	species	4760589	212	20	0
Shigella dysenteriae	622	species	4520554	246	13	0
Shigella flexneri	623	species	7250520	197	8	0
Shigella sonnei	624	species	5137894	95	11	0
Xenorhabdus	626	genus	4157227	30	0	0.0
Xenorhabdus nematophila	628	species	4586662	232	71	0.0
Yersinia	629	genus	6072098	192	20	0.0
Yersinia enterocolitica	630	species	6188788	672	232	0.0
Yersinia intermedia	631	species	24435507	738	27	0.0
Yersinia pestis	632	species	5818786	354	14	0.0
Yersinia pseudotuberculosis	633	species	7671089	500	56	0.0
Edwardsiella	635	genus	3906392	194	13	0.0
Edwardsiella tarda	636	species	3766483	1006	38	9.13542e-05
Arsenophonus	637	genus	0	2	0	0.0
Arsenophonus nasoniae	638	species	4987107	242	161	0.0
Vibrionaceae	641	family	5610112	215	0	0.0
Aeromonas	642	genus	5822658	1236	401	0.0
Aeromonas hydrophila	644	species	4976269	3288	738	0.000429161
Aeromonas salmonicida	645	species	7807177	1112	331	9.65135e-06
Aeromonas caviae	648	species	27968422	2769	345	0.000432444
Aeromonas media	651	species	4788430	591	118	0.000370248
Aeromonas schubertii	652	species	8750747	1481	315	0.000194267
Aeromonas veronii	654	species	4551783	3505	899	0.000970464
Photobacterium	657	genus	6418250	21	0	0.0
Vibrio	662	genus	5583206	639	113	0.0
Vibrio alginolyticus	663	species	5146637	1126	224	5.46545e-05
Vibrio cholerae	666	species	5444833	1668	461	0.000227084
Aliivibrio fischeri	668	species	4273718	22	0	0.0
Vibrio harveyi	669	species	35934227	1058	129	3.00337e-05
Vibrio parahaemolyticus	670	species	5168015	1588	500	6.3276e-05
Vibrio vulnificus	672	species	5071151	1898	465	0.00011905
Grimontia hollisae	673	species	16426895	1218	164	4.12896e-140
Vibrio mimicus	674	species	26461692	1376	208	2.01476e-05
Vibrio cincinnatiensis	675	species	15191860	896	129	0.0
Vibrio fluvialis	676	species	47771737	1501	299	1.25223e-05
Vibrio campbellii	680	species	8634154	1075	164	0.000239129
Vibrio cholerae O1 biovar El Tor	686	leaf	8153354	4	0	0.0
Vibrio gazogenes	687	species	4786552	267	181	0.0
Vibrio mediterranei	689	species	11788203	593	168	0.0
Vibrio natriegens	691	species	10343839	421	96	0.0
Plesiomonas	702	genus	0	20	0	0.0
Plesiomonas shigelloides	703	species	7376338	709	365	2.84326e-05
Pasteurellaceae	712	family	2528486	136	4	0.0
Actinobacillus	713	genus	2346381	23	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	691	108	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	264	45	0.0
Actinobacillus suis	716	species	2501598	151	0	0.0
Actinobacillus equuli	718	species	2431533	139	0	0.0
Actinobacillus lignieresii	720	species	2377048	143	29	0.0
Haemophilus	724	genus	2428729	30	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	101	13	0.0
Haemophilus haemolyticus	726	species	7646594	600	143	0.0
Haemophilus influenzae	727	species	2511163	1308	283	0.0
Avibacterium paragallinarum	728	species	2425949	170	98	5.09692e-72
Haemophilus parainfluenzae	729	species	2086875	507	200	6.56508e-05
[Haemophilus] ducreyi	730	species	1698955	595	154	1.15532e-50
Histophilus somni	731	species	2138367	351	163	0.0
Aggregatibacter aphrophilus	732	species	3481722	342	85	0.0
Haemophilus parahaemolyticus	735	species	2091866	133	84	0.0
Glaesserella parasuis	738	species	2362471	769	145	0.0
Aggregatibacter segnis	739	species	2022832	9	0	0.0
Pasteurella	745	genus	2875151	2	0	0.0
Pasteurella multocida	747	species	2875151	823	321	0.0
[Pasteurella] aerogenes	749	species	2257472	214	140	0.0
Gallibacterium anatis	750	species	2694139	6	0	0.0
Pasteurella dagmatis	754	species	2287213	224	131	0.0
Rodentibacter pneumotropicus	758	species	2439769	188	137	0.0
Avibacterium volantium	762	species	2230476	156	92	0.0
Rickettsiales	766	order	1302079	23	0	0.0
Anaplasma	768	genus	1349657	2	0	0.0
Anaplasma centrale	769	species	1206806	3	0	0.0
Anaplasma marginale	770	species	1200061	4	0	0.0
Bartonellaceae	772	family	1830994	3	0	0.0
Bartonella	773	genus	1830994	76	16	0.0
Bartonella bacilliformis	774	species	1445021	303	0	0.0
Rickettsiaceae	775	family	1316078	14	0	0.0
Coxiella	776	genus	2072642	19	0	0.0
Coxiella burnetii	777	species	2072642	348	153	0.0
Ehrlichia ruminantium	779	species	2264626	13	0	0.0
Rickettsia	780	genus	1252916	138	86	0.0
Rickettsia prowazekii	782	species	1111192	112	55	0.0
Rickettsia rickettsii	783	species	1265141	11	2	0.0
Orientia tsutsugamushi	784	species	2200350	370	91	0.0
Rickettsia typhi	785	species	1112275	98	0	0.0
Rickettsia australis	787	species	1323280	2	0	0.0
Rickettsia canadensis	788	species	1155000	7	0	0.0
Bartonella quintana	803	species	1584515	267	12	0.0
Bartonella elizabethae	807	species	2018538	156	44	0.0
Chlamydiaceae	809	family	1271055	1	0	0.0
Chlamydia	810	genus	1271055	18	6	0.0
Chlamydia trachomatis	813	species	1068120	50	33	0.0
Bacteroidaceae	815	family	5275069	15	0	0.0
Bacteroides	816	genus	5275069	269	49	0.0
Bacteroides fragilis	817	species	5308603	1963	773	0.00344589
Bacteroides thetaiotaomicron	818	species	6293399	659	192	0.000630033
Bacteroides uniformis	820	species	4989532	2356	1450	0.0112871
Bacteroides vulgatus	821	species	5163189	4968	1423	0.0183403
Parabacteroides distasonis	823	species	10023638	1047	263	0.00133743
Campylobacter gracilis	824	species	2281652	85	58	0.0
Sebaldella termitidis	826	species	4486650	11	0	0.0
Campylobacter ureolyticus	827	species	1641887	6	0	0.0
Butyrivibrio	830	genus	4404886	2	0	0.0
Fibrobacter	832	genus	7685639	4	0	0.0
Fibrobacter succinogenes	833	species	7685639	7	0	0.0
Porphyromonas	836	genus	2657841	11	0	0.0
Porphyromonas gingivalis	837	species	2736420	386	155	5.94266e-05
Prevotella	838	genus	3023914	27	1	0.0
Prevotella ruminicola	839	species	3619559	5	0	0.0
Roseburia	841	genus	4042736	7	0	0.0
Wolinella succinogenes	844	species	2110355	134	2	4.70909e-05
Oxalobacter	846	genus	2433653	16	0	0.0
Oxalobacter formigenes	847	species	2433653	1054	254	0.000111095
Fusobacterium	848	genus	3161642	17	2	0.0
Fusobacterium gonidiaformans	849	species	1678881	2	0	0.0
Fusobacterium mortiferum	850	species	2716766	11	0	0.0
Fusobacterium nucleatum	851	species	3161193	237	36	0.0
Faecalibacterium prausnitzii	853	species	3102523	6220	2503	0.00864725
Fusobacterium varium	856	species	3346458	388	206	0.0
Fusobacterium necrophorum	859	species	4694448	110	42	0.0
Fusobacterium periodonticum	860	species	2541084	153	21	0.0
Fusobacterium ulcerans	861	species	3839419	375	0	6.90367e-05
Syntrophomonas	862	genus	2936195	1	0	0.0
Syntrophomonas wolfei	863	species	2936195	1	0	0.0
Cardiobacteriaceae	868	family	1389350	23	0	0.0
Dichelobacter	869	genus	1389350	2	0	0.0
Dichelobacter nodosus	870	species	1389350	7	0	0.0
Desulfovibrio	872	genus	3919658	121	1	0.0
Desulfocurvibacter africanus	873	species	4200534	8	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	461	320	2.00261e-05
Desulfovibrio salexigens	880	species	4289847	6	0	0.0
Desulfovibrio vulgaris	881	species	3802302	56	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	550	33	0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	671	462	3.32709e-05
Desulfuromonas	890	genus	0	23	0	0.0
Desulfobulbus	893	genus	0	5	0	0.0
Desulfococcus	896	genus	3944167	4	0	0.0
Desulfococcus multivorans	897	species	8911375	1076	0	5.86059e-20
Desulfomicrobium	898	genus	3363015	10	0	0.0
Desulfomicrobium baculatum	899	species	3942657	12	0	0.0
Desulfovibrio piger	901	species	2807531	416	277	0.0
Acidaminococcus	904	genus	2408767	5	0	0.0
Acidaminococcus fermentans	905	species	2329769	5	0	0.0
Megasphaera	906	genus	2491645	5	0	0.0
Megasphaera elsdenii	907	species	2491645	209	20	2.4795e-18
Nitrobacter	911	genus	4206807	26	0	0.0
Nitrobacter hamburgensis	912	species	5011522	65	0	0.0
Nitrobacter winogradskyi	913	species	3402093	55	0	0.0
Nitrosomonas	914	genus	2796959	45	0	0.0
Nitrosomonas europaea	915	species	2812094	13	0	0.0
Nitrosomonas eutropha	916	species	2781824	17	0	0.0
Thiobacillus	919	genus	2909809	34	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	49	0	0.0
Starkeya novella	921	species	4765023	83	0	0.0
Thiomonas intermedia	926	species	3462095	2095	1138	0
Halothiobacillus neapolitanus	927	species	2582886	20	0	0.0
Acidithiobacillus thiooxidans	930	species	3415726	7	0	0.0
Thiomicrospira	933	genus	2045407	8	0	0.0
Hydrogenobacter	939	genus	3486067	2	0	0.0
Hydrogenobacter thermophilus	940	species	3486067	4	0	0.0
Anaplasmataceae	942	family	1284438	7	0	0.0
Ehrlichia	943	genus	1369786	2	0	0.0
Ehrlichia canis	944	species	1315030	99	36	0.0
Ehrlichia chaffeensis	945	species	1174554	61	29	0.0
Anaplasma phagocytophilum	948	species	1493914	32	0	0.0
Neorickettsia risticii	950	species	879977	3	0	0.0
Neorickettsia sennetsu	951	species	859006	3	0	0.0
Wolbachia	953	genus	1231799	62	33	0.0
Francisella persica	954	species	3057444	8	0	0.0
Wolbachia pipientis	955	species	1484007	231	19	0.0
Bdellovibrio	958	genus	3359107	17	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	417	130	0.0
Bacteriovorax stolpii	960	species	7691180	592	269	2.58422e-05
Herbaspirillum	963	genus	5363540	560	5	0.0
Herbaspirillum seropedicae	964	species	5513887	4927	376	0.0
Selenomonas	970	genus	3100147	14	0	0.0
Selenomonas ruminantium	971	species	3631933	3	0	0.0
Halanaerobiaceae	972	family	2443704	5	0	0.0
Bacteroidetes	976	phylum	3693192	50	4	0.0
Cytophaga	978	genus	4433218	4	0	0.0
Cellulophaga lytica	979	species	3765936	868	43	0.0
Pedobacter heparinus	984	species	5167383	9	0	0.0
Cytophaga hutchinsonii	985	species	4433218	14	0	0.0
Flavobacterium johnsoniae	986	species	6096872	5	0	0.0
Solitalea canadensis	995	species	5202069	21	0	0.0
Flavobacterium columnare	996	species	3162432	1937	419	0.0
Bernardetia litoralis	999	species	4919337	6	0	0.0
Marivirga tractuosa	1006	species	4516490	3	0	0.0
Saprospira	1007	genus	4400185	14	0	0.0
Saprospira grandis	1008	species	4400185	5	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	301	216	0.0
Weeksella	1013	genus	2272954	2	0	0.0
Weeksella virosa	1014	species	2272954	228	92	0.0
Capnocytophaga	1016	genus	2592165	66	20	0.0
Capnocytophaga gingivalis	1017	species	2838633	193	141	0.0
Capnocytophaga ochracea	1018	species	2612925	2	0	0.0
Capnocytophaga sputigena	1019	species	11962418	788	131	0.0
Beggiatoa	1021	genus	0	1	0	0.0
Erythrobacter	1041	genus	3052398	203	0	0.0
Chromatiaceae	1046	family	3825215	202	0	0.0
Allochromatium vinosum	1049	species	3669074	45	0	0.0
Thermochromatium tepidum	1050	species	2958290	23	0	0.0
Ectothiorhodospira	1051	genus	0	14	0	0.0
Halorhodospira halochloris	1052	species	2834560	345	241	0.0
Halorhodospira halophila	1053	species	2678452	31	0	0.0
Rhodobacter	1060	genus	4425548	132	0	0.0
Rhodobacter capsulatus	1061	species	3871920	56	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	5305	2376	1.63966e-05
Rhodomicrobium	1068	genus	4014469	17	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	23	0	0.0
Rhodopseudomonas	1073	genus	5494465	105	0	0.0
Rhodobacter blasticus	1075	species	3706095	2941	1976	0.000131632
