name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Helicobacter mustelae	217	species	1578097	89	0	0.0
Achromobacter	222	genus	7359146	588	1	0.0
Alteromonas	226	genus	4609878	74	10	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	201	111	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	2	0	0.0
Brucella	234	genus	4039663	916	494	0.0
Brucella abortus	235	species	3283421	47	2	0.0
Flavobacterium	237	genus	3461015	165	28	0.0
Elizabethkingia meningoseptica	238	species	15625789	889	147	5.10226e-06
Chryseobacterium balustinum	246	species	4974086	362	211	0.0
Empedobacter brevis	247	species	7431270	791	116	1.20945e-212
Chryseobacterium gleum	250	species	9292597	484	304	0.0
Chryseobacterium indologenes	253	species	35240523	1238	258	0.0
Chryseobacterium indoltheticum	254	species	8445673	612	326	0.0
Sphingobacterium thalpophilum	259	species	5962893	244	174	0.0
Francisella	262	genus	3767258	100	10	0.0
Francisella tularensis	263	species	3018743	261	135	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	125	20	0.0
Paracoccus	265	genus	5054656	730	15	0.0
Paracoccus denitrificans	266	species	5236194	3449	95	1.4987e-130
Thermus	270	genus	2279019	61	4	0.0
Thermus aquaticus	271	species	2338641	4	0	0.0
Thermus thermophilus	274	species	2214494	794	139	0.0
Meiothermus ruber	277	species	3097457	14	0	0.0
Xanthobacter	279	genus	5625098	91	0	0.0
Xanthobacter autotrophicus	280	species	5625098	58	0	0.0
Comamonas	283	genus	5461687	168	0	0.0
Comamonas testosteroni	285	species	5856025	1309	558	4.50886e-31
Pseudomonas	286	genus	9017316	6726	2072	0.0
Pseudomonas aeruginosa	287	species	6798896	7693	1328	0.00160615
Pseudoalteromonas atlantica	288	species	5187005	126	13	0.0
Burkholderia cepacia	292	species	13565292	2901	404	1.75427e-29
Brevundimonas diminuta	293	species	3551819	637	264	0.0
Pseudomonas fluorescens	294	species	6604895	6853	1881	0.0
Pseudomonas fragi	296	species	10253943	692	127	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	429	300	0.0
Pseudomonas mendocina	300	species	5293211	2966	881	9.21949e-128
Pseudomonas oleovorans	301	species	4686340	1366	136	2.32345e-05
Pseudomonas putida	303	species	6160317	7854	1881	2.10995e-05
Ralstonia solanacearum	305	species	5757294	7580	1630	5.26977e-63
Pseudomonas stutzeri	316	species	4548207	7003	1983	0.000101522
Pseudomonas syringae	317	species	8747300	1553	255	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	390	122	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	508	28	0.0
Ralstonia pickettii	329	species	5505543	1107	320	4.83986e-221
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	239	66	0.0
Burkholderia glumae	337	species	6878727	1729	97	0.0
Xanthomonas	338	genus	23419814	971	135	0.0
Xanthomonas campestris	339	species	7099366	702	291	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	251	28	0.0
Xanthomonas translucens	343	species	11701367	346	0	0.0
Xanthomonas citri	346	species	27676482	1263	301	0.0
Xanthomonas oryzae	347	species	63225372	1581	671	0.0
Azotobacter	352	genus	5311796	89	0	0.0
Azotobacter chroococcum	353	species	5192286	1186	281	0.0
Azotobacter vinelandii	354	species	5351632	281	0	0.0
Rhizobiales	356	order	5410296	2245	12	0.0
Agrobacterium	357	genus	6422834	334	0	0.0
Agrobacterium tumefaciens	358	species	7273300	6628	859	6.28356e-05
Agrobacterium rhizogenes	359	species	5482241	646	270	0.0
Agrobacterium vitis	373	species	6320946	25	0	0.0
Bradyrhizobium	374	genus	11894480	1613	352	0.0
Bradyrhizobium japonicum	375	species	9207384	1756	255	0.0
Bradyrhizobium sp.	376	species	7547693	769	343	0.0
Rhizobium	379	genus	8184003	1869	491	0.0
Sinorhizobium fredii	380	species	6924988	980	78	0.0
Mesorhizobium loti	381	species	7481739	22	0	0.0
Sinorhizobium meliloti	382	species	7082772	2503	962	0.0
Rhizobium leguminosarum	384	species	9364981	3086	831	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	1793	478	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	764	326	0.0
Rhizobium phaseoli	396	species	6665454	1868	126	0.0
Rhizobium tropici	398	species	6686334	12	0	0.0
Neorhizobium galegae	399	species	6434105	103	0	0.0
Methylococcaceae	403	family	4384317	83	0	0.0
Methylobacillus	404	genus	2971517	14	0	0.0
Methylobacillus flagellatus	405	species	2971517	35	0	0.0
Methylobacterium	407	genus	7144985	667	27	0.0
Methylorubrum extorquens	408	species	8218505	2217	457	0.0
Methylococcus	413	genus	3304561	24	0	0.0
Methylococcus capsulatus	414	species	3304561	28	0	0.0
Methylomonas	416	genus	5051681	52	4	0.0
Methylomonas methanica	421	species	5051681	37	0	0.0
Methylosinus	425	genus	5183433	60	0	0.0
Methylosinus trichosporium	426	species	5183433	37	0	0.0
Acetobacteraceae	433	family	3826783	300	5	0.0
Acetobacter	434	genus	3590557	117	27	0.0
Acetobacter aceti	435	species	3725037	258	154	0.0
Acetobacter pasteurianus	438	species	3590557	606	151	0.0
Gluconobacter	441	genus	4181963	23	0	0.0
Gluconobacter oxydans	442	species	4181963	263	46	0.0
Legionellaceae	444	family	10525492	17	0	0.0
Legionella	445	genus	10525492	44	2	0.0
Legionella pneumophila	446	species	12363603	761	405	0.0
Legionella hackeliae	449	species	3570857	217	155	0
Legionella longbeachae	450	species	4149158	569	119	0.0
Tatlockia micdadei	451	species	9836958	584	64	0.0
Legionella spiritensis	452	species	6755735	395	64	8.32187e-214
Legionella israelensis	454	species	9344693	463	156	4.29971e-06
Legionella jordanis	456	species	3133723	184	125	3.49631e-251
Tatlockia	465	genus	0	3	0	0.0
Moraxellaceae	468	family	3943545	121	0	0.0
Acinetobacter	469	genus	4126830	339	89	0.0
Acinetobacter baumannii	470	species	4233127	1573	320	4.34919e-05
Acinetobacter calcoaceticus	471	species	8050108	370	186	0.0
Moraxella	475	genus	1863286	39	0	0.0
Moraxella bovis	476	species	2911207	154	95	0.0
Moraxella catarrhalis	480	species	1863286	488	152	0.0
Neisseriaceae	481	family	2244925	154	0	0.0
Neisseria	482	genus	2223758	219	21	0.0
Neisseria cinerea	483	species	1832904	135	44	0.0
Neisseria flavescens	484	species	2231882	199	66	0.0
Neisseria gonorrhoeae	485	species	2216159	443	111	0.0
Neisseria lactamica	486	species	2220606	425	42	0.0
Neisseria meningitidis	487	species	2222288	937	183	0.0
Neisseria mucosa	488	species	2783943	200	92	0.0
Neisseria polysaccharea	489	species	2024930	151	23	0.0
Neisseria animalis	492	species	4477875	570	12	0.0
Neisseria canis	493	species	2569389	249	137	0.0
Neisseria elongata	495	species	2253031	569	190	0.0
Psychrobacter	497	genus	2875899	57	2	0.0
Thermomicrobium roseum	500	species	2920744	7	0	0.0
Kingella kingae	504	species	4021433	438	195	0.0
Alcaligenaceae	506	family	4354306	519	1	0.0
Alcaligenes	507	genus	0	42	0	0.0
Alcaligenes faecalis	511	species	32768163	3690	734	1.45187e-06
Bordetella	517	genus	4536693	566	2	0.0
Bordetella bronchiseptica	518	species	5231793	2557	190	6.59907e-30
Bordetella parapertussis	519	species	4836562	744	31	0.0
Bordetella pertussis	520	species	4781978	275	30	0.0
Bordetella avium	521	species	3732255	1368	63	0.0
Acidiphilium	522	genus	4088912	72	0	0.0
Acidiphilium cryptum	524	species	3963080	40	0	0.0
Ochrobactrum	528	genus	5205777	63	0	0.0
Ochrobactrum anthropi	529	species	5205777	1089	212	1.37987e-40
Beijerinckia	532	genus	4418616	13	0	0.0
Beijerinckia indica	533	species	4418616	12	0	0.0
Chromobacterium	535	genus	4751080	302	8	0.0
Chromobacterium violaceum	536	species	4751080	1492	106	5.34289e-05
Eikenella	538	genus	0	29	0	0.0
Eikenella corrodens	539	species	4651055	703	258	0.0
Zymomonas	541	genus	3463673	33	0	0.0
Zymomonas mobilis	542	species	3463673	330	234	0.0
Enterobacteriaceae	543	family	10251881	789	13	0.0
Citrobacter	544	genus	5276819	439	90	0.0
Citrobacter koseri	545	species	4735357	937	42	0.0
Citrobacter freundii	546	species	5164552	1243	168	1.8837e-05
Enterobacter	547	genus	11028548	626	106	0.0
Klebsiella aerogenes	548	species	5435727	1251	350	0.0
Pantoea agglomerans	549	species	30133336	1196	128	0.0
Enterobacter cloacae	550	species	5356576	2157	292	0.000276285
Erwinia	551	genus	4250482	94	0	0.0
Erwinia amylovora	552	species	3869718	236	0	0.0
Pantoea ananatis	553	species	4838981	769	77	0.0
Pectobacterium carotovorum	554	species	6477254	61	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	342	81	0.0
Dickeya chrysanthemi	556	species	4813854	6	0	0.0
Escherichia	561	genus	8402996	67	0	0.0
Escherichia coli	562	species	8460827	3456	857	0.00077057
Shimwellia blattae	563	species	4158725	479	0	0.0
Escherichia fergusonii	564	species	4643861	375	39	1.60233e-26
Atlantibacter hermannii	565	species	13352683	526	46	0.0
Hafnia	568	genus	4712721	43	0	0.0
Hafnia alvei	569	species	4712721	587	94	0.0
Klebsiella	570	genus	12784449	443	30	0.0
Klebsiella oxytoca	571	species	6684898	2343	236	1.95616e-73
Klebsiella pneumoniae	573	species	14826006	2188	439	4.33533e-06
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	7	0	0
Raoultella planticola	575	species	17105658	645	85	0.0
Raoultella terrigena	577	species	6073951	398	97	0.0
Kluyvera	579	genus	0	2	0	0.0
Morganella	581	genus	3844721	25	0	0.0
Morganella morganii	582	species	3844721	945	316	2.47369e-05
Proteus	583	genus	3973324	80	6	0.0
Proteus mirabilis	584	species	3973324	852	375	1.92348e-45
Proteus vulgaris	585	species	16657186	663	175	4.67039e-42
Providencia	586	genus	4402109	80	4	0.0
Providencia rettgeri	587	species	36637538	1068	137	2.84567e-06
Providencia stuartii	588	species	4402109	733	103	1.04885e-05
Salmonella	590	genus	11532269	18	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	39256227	8	1	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	15762832	14	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	33402824	10	0	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	2	1	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	117041765	9	4	0.0
Serratia	613	genus	5024672	819	92	0.0
Serratia liquefaciens	614	species	5282719	1003	60	0.0
Serratia marcescens	615	species	5193266	3791	613	0.000264634
Serratia odorifera	618	species	5272556	303	172	0.0
Shigella	620	genus	6517268	29	0	0.0
Shigella boydii	621	species	4760589	219	18	0.0
Shigella dysenteriae	622	species	4520554	279	20	0
Shigella flexneri	623	species	7250520	192	7	2.29326e-27
Shigella sonnei	624	species	5137894	147	9	1.86325e-40
Xenorhabdus	626	genus	4157227	31	0	0.0
Xenorhabdus nematophila	628	species	4586662	168	67	0.0
Yersinia	629	genus	6072098	115	14	0.0
Yersinia enterocolitica	630	species	6188788	573	165	0.0
Yersinia intermedia	631	species	24435507	585	30	0.0
Yersinia pestis	632	species	5818786	290	28	0.0
Yersinia pseudotuberculosis	633	species	7671089	388	35	0.0
Edwardsiella	635	genus	3906392	170	13	0.0
Edwardsiella tarda	636	species	3766483	885	41	0.0
Arsenophonus	637	genus	0	6	0	0.0
Arsenophonus nasoniae	638	species	4987107	203	136	0.0
Vibrionaceae	641	family	5610112	153	0	0.0
Aeromonas	642	genus	5822658	936	281	0.0
Aeromonas hydrophila	644	species	4976269	2995	662	1.62457e-05
Aeromonas salmonicida	645	species	7807177	1012	308	3.58944e-43
Aeromonas caviae	648	species	27968422	1770	232	2.51089e-05
Aeromonas media	651	species	4788430	454	91	5.74076e-05
Aeromonas schubertii	652	species	8750747	1150	235	4.88736e-06
Aeromonas veronii	654	species	4551783	3103	730	0.000107081
Photobacterium	657	genus	6418250	22	0	0.0
Vibrio	662	genus	5583206	546	68	0.0
Vibrio alginolyticus	663	species	5146637	948	220	0.000328148
Vibrio cholerae	666	species	5444833	1533	436	0.000442743
Aliivibrio fischeri	668	species	4273718	13	0	0.0
Vibrio harveyi	669	species	35934227	958	110	6.98143e-05
Vibrio parahaemolyticus	670	species	5168015	1138	397	1.66368e-05
Vibrio vulnificus	672	species	5071151	1696	485	0.000231429
Grimontia hollisae	673	species	16426895	994	157	0.0
Vibrio mimicus	674	species	26461692	1064	174	3.03453e-06
Vibrio cincinnatiensis	675	species	15191860	709	92	0.0
Vibrio fluvialis	676	species	47771737	1401	263	6.66944e-06
Vibrio campbellii	680	species	8634154	850	135	8.37047e-05
Vibrio gazogenes	687	species	4786552	205	146	0.0
Vibrio mediterranei	689	species	11788203	375	129	0.0
Vibrio natriegens	691	species	10343839	388	60	0.0
Plesiomonas	702	genus	0	13	0	0.0
Plesiomonas shigelloides	703	species	7376338	641	306	2.33854e-05
Pasteurellaceae	712	family	2528486	168	4	0.0
Actinobacillus	713	genus	2346381	20	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	570	90	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	206	41	0.0
Actinobacillus suis	716	species	2501598	127	0	0.0
Actinobacillus equuli	718	species	2431533	117	0	0.0
Actinobacillus lignieresii	720	species	2377048	123	44	0.0
Haemophilus	724	genus	2428729	35	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	60	3	0.0
Haemophilus haemolyticus	726	species	7646594	340	84	0.0
Haemophilus influenzae	727	species	2511163	855	202	0.0
Avibacterium paragallinarum	728	species	2425949	137	79	0.0
Haemophilus parainfluenzae	729	species	2086875	370	137	0.0
[Haemophilus] ducreyi	730	species	1698955	384	109	0.0
Histophilus somni	731	species	2138367	316	144	6.12901e-05
Aggregatibacter aphrophilus	732	species	3481722	304	72	0.0
Haemophilus parahaemolyticus	735	species	2091866	144	87	0.0
Glaesserella parasuis	738	species	2362471	641	104	0.0
Aggregatibacter segnis	739	species	2022832	6	0	0.0
Pasteurella	745	genus	2875151	6	0	0.0
Pasteurella multocida	747	species	2875151	613	270	0
[Pasteurella] aerogenes	749	species	2257472	121	83	0.0
Gallibacterium anatis	750	species	2694139	9	0	0.0
Pasteurella dagmatis	754	species	2287213	165	98	0.0
Rodentibacter pneumotropicus	758	species	2439769	137	85	0.0
Avibacterium volantium	762	species	2230476	133	61	0.0
Rickettsiales	766	order	1302079	17	0	0.0
Anaplasma	768	genus	1349657	8	0	0.0
Anaplasma centrale	769	species	1206806	1	0	0.0
Anaplasma marginale	770	species	1200061	5	0	0.0
Bartonellaceae	772	family	1830994	4	0	0.0
Bartonella	773	genus	1830994	75	19	0.0
Bartonella bacilliformis	774	species	1445021	382	0	0.0
Rickettsiaceae	775	family	1316078	8	0	0.0
Coxiella	776	genus	2072642	8	0	0.0
Coxiella burnetii	777	species	2072642	329	129	0.0
Ehrlichia ruminantium	779	species	2264626	5	0	0.0
Rickettsia	780	genus	1252916	143	84	0.0
Rickettsia conorii	781	species	1268755	1	0	0.0
Rickettsia prowazekii	782	species	1111192	109	54	0.0
Rickettsia rickettsii	783	species	1265141	16	2	0.0
Orientia tsutsugamushi	784	species	2200350	570	89	0.0
Rickettsia typhi	785	species	1112275	111	0	0.0
Rickettsia australis	787	species	1323280	2	0	0.0
Rickettsia canadensis	788	species	1155000	4	0	0.0
Bartonella quintana	803	species	1584515	248	25	0.0
Bartonella elizabethae	807	species	2018538	153	48	0.0
Chlamydiaceae	809	family	1271055	2	0	0.0
Chlamydia	810	genus	1271055	22	6	0.0
Chlamydia trachomatis	813	species	1068120	44	27	0.0
Bacteroidaceae	815	family	5275069	21	0	0.0
Bacteroides	816	genus	5275069	208	11	0.0
Bacteroides fragilis	817	species	5308603	1402	503	0.000937671
Bacteroides thetaiotaomicron	818	species	6293399	439	128	0.000106877
Bacteroides uniformis	820	species	4989532	1103	674	0.00351616
Bacteroides vulgatus	821	species	5163189	885	259	0.00147287
Parabacteroides distasonis	823	species	10023638	667	90	0.00021462
Campylobacter gracilis	824	species	2281652	100	79	0.0
Sebaldella termitidis	826	species	4486650	4	0	0.0
Campylobacter ureolyticus	827	species	1641887	2	0	0.0
Fibrobacter	832	genus	7685639	4	0	0.0
Fibrobacter succinogenes	833	species	7685639	5	0	0.0
Porphyromonas	836	genus	2657841	23	0	0.0
Porphyromonas gingivalis	837	species	2736420	355	166	0.0
Prevotella	838	genus	3023914	22	2	0.0
Prevotella ruminicola	839	species	3619559	1	0	0.0
Roseburia	841	genus	4042736	6	0	0.0
Wolinella	843	genus	2110355	2	0	0.0
Wolinella succinogenes	844	species	2110355	166	1	0.0
Oxalobacter	846	genus	2433653	3	0	0.0
Oxalobacter formigenes	847	species	2433653	580	133	6.25469e-05
Fusobacterium	848	genus	3161642	46	15	0.0
Fusobacterium gonidiaformans	849	species	1678881	1	0	0.0
Fusobacterium nucleatum	851	species	3161193	273	29	0.0
Faecalibacterium prausnitzii	853	species	3102523	3213	979	0.00325315
Fusobacterium varium	856	species	3346458	474	217	3.85811e-05
Fusobacterium necrophorum	859	species	4694448	158	84	0.0
Fusobacterium periodonticum	860	species	2541084	199	23	0
Fusobacterium ulcerans	861	species	3839419	2589	4	0.00338748
Syntrophomonas	862	genus	2936195	1	0	0.0
Syntrophomonas wolfei	863	species	2936195	5	0	0.0
Cardiobacteriaceae	868	family	1389350	12	0	0.0
Dichelobacter nodosus	870	species	1389350	5	0	0.0
Desulfovibrio	872	genus	3919658	78	0	0.0
Desulfocurvibacter africanus	873	species	4200534	9	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	310	193	0.0
Desulfovibrio salexigens	880	species	4289847	10	0	0.0
Desulfovibrio vulgaris	881	species	3802302	47	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	357	21	0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	544	343	0.0
Desulfuromonas	890	genus	0	17	0	0.0
Desulfobulbus	893	genus	0	6	0	0.0
Desulfococcus	896	genus	3944167	5	0	0.0
Desulfococcus multivorans	897	species	8911375	867	0	6.62272e-06
Desulfomicrobium	898	genus	3363015	12	0	0.0
Desulfomicrobium baculatum	899	species	3942657	20	0	0.0
Desulfovibrio piger	901	species	2807531	359	206	0.0
Acidaminococcus	904	genus	2408767	6	0	0.0
Acidaminococcus fermentans	905	species	2329769	8	0	0.0
Megasphaera	906	genus	2491645	12	0	0.0
Megasphaera elsdenii	907	species	2491645	206	27	5.64798e-42
Nitrobacter	911	genus	4206807	37	0	0.0
Nitrobacter hamburgensis	912	species	5011522	61	0	0.0
Nitrobacter winogradskyi	913	species	3402093	38	0	0.0
Nitrosomonas	914	genus	2796959	28	0	0.0
Nitrosomonas europaea	915	species	2812094	5	0	0.0
Nitrosomonas eutropha	916	species	2781824	1	0	0.0
Thiobacillus	919	genus	2909809	32	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	21	0	0.0
Starkeya novella	921	species	4765023	70	0	0.0
Thiomonas intermedia	926	species	3462095	1105	609	0.0
Halothiobacillus neapolitanus	927	species	2582886	10	0	0.0
Acidithiobacillus thiooxidans	930	species	3415726	5	0	0.0
Thiomicrospira	933	genus	2045407	19	0	0.0
Hydrogenobacter	939	genus	3486067	6	0	0.0
Hydrogenobacter thermophilus	940	species	3486067	5	0	0.0
Anaplasmataceae	942	family	1284438	8	0	0.0
Ehrlichia	943	genus	1369786	5	0	0.0
Ehrlichia canis	944	species	1315030	124	37	0.0
Ehrlichia chaffeensis	945	species	1174554	70	35	0.0
Anaplasma phagocytophilum	948	species	1493914	15	0	0.0
Wolbachia	953	genus	1231799	76	45	0.0
Francisella persica	954	species	3057444	10	0	0.0
Wolbachia pipientis	955	species	1484007	228	13	0.0
Bdellovibrio	958	genus	3359107	24	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	411	130	0.0
Bacteriovorax stolpii	960	species	7691180	637	276	7.40849e-06
Herbaspirillum	963	genus	5363540	295	0	0.0
Herbaspirillum seropedicae	964	species	5513887	2725	198	0.0
Selenomonas	970	genus	3100147	10	0	0.0
Selenomonas ruminantium	971	species	3631933	2	0	0.0
Halanaerobiaceae	972	family	2443704	9	0	0.0
Bacteroidetes	976	phylum	3693192	64	5	0.0
Cytophaga	978	genus	4433218	7	0	0.0
Cellulophaga lytica	979	species	3765936	1234	66	0.0
Pedobacter heparinus	984	species	5167383	7	0	0.0
Cytophaga hutchinsonii	985	species	4433218	7	0	0.0
Flavobacterium johnsoniae	986	species	6096872	4	0	0.0
Solitalea canadensis	995	species	5202069	15	0	0.0
Flavobacterium columnare	996	species	3162432	2478	521	1.93219e-42
Bernardetia litoralis	999	species	4919337	22	0	0.0
Marivirga tractuosa	1006	species	4516490	6	0	0.0
Saprospira	1007	genus	4400185	11	0	0.0
Saprospira grandis	1008	species	4400185	11	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	247	179	0.0
Weeksella	1013	genus	2272954	5	0	0.0
Weeksella virosa	1014	species	2272954	266	103	0.0
Capnocytophaga	1016	genus	2592165	108	8	0.0
Capnocytophaga gingivalis	1017	species	2838633	269	202	0.0
Capnocytophaga ochracea	1018	species	2612925	2	0	0.0
Capnocytophaga sputigena	1019	species	11962418	1162	189	0.0
Beggiatoa	1021	genus	0	1	0	0.0
Erythrobacter	1041	genus	3052398	167	0	0.0
Chromatiaceae	1046	family	3825215	180	1	0.0
Allochromatium vinosum	1049	species	3669074	51	0	0.0
Thermochromatium tepidum	1050	species	2958290	26	0	0.0
Ectothiorhodospira	1051	genus	0	19	0	0.0
Halorhodospira halochloris	1052	species	2834560	295	194	1.36375e-31
Halorhodospira halophila	1053	species	2678452	34	0	0.0
Rhodobacter	1060	genus	4425548	215	0	0.0
Rhodobacter capsulatus	1061	species	3871920	98	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	8889	4131	0.0
Rhodomicrobium	1068	genus	4014469	23	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	26	0	0.0
Rhodopseudomonas	1073	genus	5494465	112	0	0.0
Rhodobacter blasticus	1075	species	3706095	4581	2992	0.0
Rhodopseudomonas palustris	1076	species	5494465	3018	729	2.76781e-05
Blastochloris viridis	1079	species	11174693	2665	387	0.0
Rhodospirillum	1081	genus	4371641	32	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	26	0	0.0
Rhodospirillum rubrum	1085	species	4379691	72	0	0.0
Chlorobium	1091	genus	2634484	31	0	0.0
Chlorobium limicola	1092	species	2763181	4	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	539	257	0.000179518
Chlorobium phaeobacteroides	1096	species	2935152	11	0	0.0
