name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Pirellula	123	genus	6196199	7	0	0.0
Pirellula staleyi	125	species	6196199	6	0	0.0
Planctomycetaceae	126	family	5733343	45	0	0.0
Isosphaera	127	genus	5529304	1	0	0.0
Isosphaera pallida	128	species	5529304	10	0	0.0
Methylocystis	133	genus	0	201	0	0.0
Methylocystis parvus	134	species	4529043	5580	4557	0.000335261
Spirochaetales	136	order	1876294	30	0	0.0
Spirochaetaceae	137	family	2749897	22	0	0.0
Borrelia	138	genus	1176628	11	2	0.0
Borreliella burgdorferi	139	species	1329613	60	26	0.0
Borrelia hermsii	140	species	1156143	5	0	0.0
Borrelia parkeri	141	species	1030684	1	0	0.0
Borrelia turicatae	142	species	1165365	41	6	0.0
Spirochaeta	146	genus	2772907	4	0	0.0
Spirochaeta thermophila	154	species	2516433	17	0	0.0
Treponema	157	genus	2490077	11	1	0.0
Treponema denticola	158	species	2843201	1	0	0.0
Brachyspira hyodysenteriae	159	species	3055339	101	3	0.0
Treponema pallidum	160	species	1139017	5	0	0.0
Treponema pallidum subsp. pallidum	161	subspecies	1139838	22	0	0.0
Treponema phagedenis	162	species	17151030	257	19	0.0
Treponema succinifaciens	167	species	2897425	2	0	0.0
Leptospiraceae	170	family	5274184	12	0	0.0
Leptospira	171	genus	5319704	32	15	0.0
Leptospira biflexa	172	species	3953768	4	0	0.0
Leptospira interrogans	173	species	6128534	252	187	0.0
Leptospira borgpetersenii	174	species	4736323	34	7	0.0
Leptospira interrogans serovar Hardjo	176	leaf	4742398	10	0	0.0
Leptospirillum	179	genus	2432093	8	0	0.0
Leptospirillum ferrooxidans	180	species	2559538	1	0	0.0
Aquaspirillum	187	genus	0	31	0	0.0
Azospirillum	191	genus	7223069	859	47	0.0
Azospirillum brasilense	192	species	50779208	16521	2711	1.5199e-05
Azospirillum lipoferum	193	species	7223069	231	1	0.0
Campylobacter	194	genus	2403822	34	5	0.0
Campylobacter coli	195	species	1776238	325	117	0
Campylobacter fetus	196	species	2065164	66	41	0.0
Campylobacter jejuni	197	species	3124996	503	181	0
Campylobacter hyointestinalis	198	species	1755214	79	0	0.0
Campylobacter concisus	199	species	2099413	105	58	0.0
Campylobacter curvus	200	species	1971270	65	0	0.0
Campylobacter lari	201	species	1565468	177	60	0.0
Campylobacter showae	204	species	2160580	83	59	0.0
Campylobacter sputorum	206	species	1746988	94	42	0.0
Helicobacter	209	genus	1715890	16	2	0.0
Helicobacter pylori	210	species	1700965	557	221	0.0
Helicobacter cinaedi	213	species	2170766	92	20	0.0
Helicobacter felis	214	species	1672681	2	0	0.0
Helicobacter mustelae	217	species	1578097	42	0	0.0
Achromobacter	222	genus	7359146	1226	6	0.0
Alteromonas	226	genus	4609878	65	10	0.0
Pseudoalteromonas carrageenovora	227	species	4597803	156	77	0.0
Brucella	234	genus	4039663	950	539	0.0
Brucella abortus	235	species	3283421	33	6	0.0
Flavobacterium	237	genus	3461015	103	17	0.0
Elizabethkingia meningoseptica	238	species	15625789	815	100	1.15581e-05
Chryseobacterium balustinum	246	species	4974086	270	155	0.0
Empedobacter brevis	247	species	7431270	620	77	4.86233e-05
Chryseobacterium gleum	250	species	9292597	395	239	0.0
Chryseobacterium indologenes	253	species	35240523	1089	195	0.0
Chryseobacterium indoltheticum	254	species	8445673	477	244	0.0
Sphingobacterium thalpophilum	259	species	5962893	210	158	0.0
Francisella	262	genus	3767258	36	5	0.0
Francisella tularensis	263	species	3018743	207	85	0.0
Francisella tularensis subsp. novicida	264	subspecies	7888826	76	21	0.0
Paracoccus	265	genus	5054656	384	3	0.0
Paracoccus denitrificans	266	species	5236194	2045	22	0.0
Thermus	270	genus	2279019	85	9	0.0
Thermus aquaticus	271	species	2338641	8	0	0.0
Thermus thermophilus	274	species	2214494	1143	215	0.0
Meiothermus ruber	277	species	3097457	15	0	0.0
Xanthobacter	279	genus	5625098	56	0	0.0
Xanthobacter autotrophicus	280	species	5625098	124	0	0.0
Comamonas	283	genus	5461687	312	0	0.0
Comamonas testosteroni	285	species	5856025	2615	1197	4.67924e-05
Pseudomonas	286	genus	9017316	8820	2711	0.0
Pseudomonas aeruginosa	287	species	6798896	10892	1736	0.00204293
Pseudoalteromonas atlantica	288	species	5187005	123	8	0.0
Burkholderia cepacia	292	species	13565292	8304	1047	0
Brevundimonas diminuta	293	species	3551819	1101	488	0.0
Pseudomonas fluorescens	294	species	6604895	9266	2372	0
Pseudomonas fragi	296	species	10253943	706	115	0.0
Hydrogenophilus thermoluteolus	297	species	2288780	548	363	0.0
Pseudomonas mendocina	300	species	5293211	4211	1204	0.000107578
Pseudomonas oleovorans	301	species	4686340	1776	213	0
Pseudomonas putida	303	species	6160317	11140	2877	0.00155098
Ralstonia solanacearum	305	species	5757294	15988	3453	2.62933e-239
Pseudomonas stutzeri	316	species	4548207	9238	2513	0.0
Pseudomonas syringae	317	species	8747300	1881	268	0.0
Pseudomonas syringae pv. syringae	321	leaf	17996541	497	123	0.0
Pseudomonas syringae pv. tomato	323	leaf	12920481	615	71	0.0
Ralstonia pickettii	329	species	5505543	2392	711	3.246e-261
Pseudomonas chlororaphis subsp. chlororaphis	333	subspecies	6808187	310	66	0.0
Burkholderia glumae	337	species	6878727	4717	241	0.0
Xanthomonas	338	genus	23419814	1734	303	0.0
Xanthomonas campestris	339	species	7099366	1295	519	0.0
Xanthomonas campestris pv. campestris	340	leaf	25019723	514	26	0.0
Xanthomonas translucens	343	species	11701367	760	0	0.0
Xanthomonas citri	346	species	27676482	1988	460	0.0
Xanthomonas oryzae	347	species	63225372	1907	837	0
Azotobacter	352	genus	5311796	127	0	0.0
Azotobacter chroococcum	353	species	5192286	2064	493	0.0
Azotobacter vinelandii	354	species	5351632	438	0	0.0
Rhizobiales	356	order	5410296	3752	39	0.0
Agrobacterium	357	genus	6422834	311	0	0.0
Agrobacterium tumefaciens	358	species	7273300	8630	1070	8.43952e-05
Agrobacterium rhizogenes	359	species	5482241	854	357	0.00013603
Agrobacterium vitis	373	species	6320946	36	0	0.0
Bradyrhizobium	374	genus	11894480	4224	1122	0.0
Bradyrhizobium japonicum	375	species	9207384	5363	826	0.000134879
Bradyrhizobium sp.	376	species	7547693	2314	1076	0.0
Rhizobium	379	genus	8184003	3093	911	0.0
Sinorhizobium fredii	380	species	6924988	1847	140	0.000155941
Mesorhizobium loti	381	species	7481739	38	0	0.0
Sinorhizobium meliloti	382	species	7082772	4505	1738	0.0
Rhizobium leguminosarum	384	species	9364981	5459	1392	0.0
Rhizobium leguminosarum bv. viciae	387	leaf	22747743	2989	814	0.0
Sinorhizobium fredii NGR234	394	leaf	6891900	1499	672	0.0
Rhizobium phaseoli	396	species	6665454	2939	247	0.000156599
Rhizobium tropici	398	species	6686334	31	0	0.0
Neorhizobium galegae	399	species	6434105	204	0	0.0
Methylococcaceae	403	family	4384317	73	0	0.0
Methylobacillus	404	genus	2971517	14	0	0.0
Methylobacillus flagellatus	405	species	2971517	66	0	0.0
Methylobacterium	407	genus	7144985	1567	61	0.0
Methylorubrum extorquens	408	species	8218505	5064	908	0
Methylococcus	413	genus	3304561	20	0	0.0
Methylococcus capsulatus	414	species	3304561	47	0	0.0
Methylomonas	416	genus	5051681	70	6	0.0
Methylomonas methanica	421	species	5051681	16	0	0.0
Methylosinus	425	genus	5183433	89	0	0.0
Methylosinus trichosporium	426	species	5183433	109	0	0.0
Acetobacteraceae	433	family	3826783	565	12	0.0
Acetobacter	434	genus	3590557	99	20	0.0
Acetobacter aceti	435	species	3725037	324	196	0.0
Acetobacter pasteurianus	438	species	3590557	343	83	0.0
Gluconobacter	441	genus	4181963	30	0	0.0
Gluconobacter oxydans	442	species	4181963	229	42	0.0
Legionellaceae	444	family	10525492	22	0	0.0
Legionella	445	genus	10525492	48	9	0.0
Legionella pneumophila	446	species	12363603	605	324	4.40244e-05
Legionella hackeliae	449	species	3570857	168	113	0.00025715
Legionella longbeachae	450	species	4149158	563	128	0.0
Tatlockia micdadei	451	species	9836958	430	59	0.0
Legionella spiritensis	452	species	6755735	261	30	0.0
Legionella israelensis	454	species	9344693	377	92	0.0
Legionella jordanis	456	species	3133723	153	92	0
Tatlockia	465	genus	0	7	0	0.0
Moraxellaceae	468	family	3943545	82	0	0.0
Acinetobacter	469	genus	4126830	309	98	0.0
Acinetobacter baumannii	470	species	4233127	1228	250	5.90638e-05
Acinetobacter calcoaceticus	471	species	8050108	341	148	0.0
Moraxella	475	genus	1863286	19	0	0.0
Moraxella bovis	476	species	2911207	184	121	0.0
Moraxella catarrhalis	480	species	1863286	408	111	0.0
Neisseriaceae	481	family	2244925	281	1	0.0
Neisseria	482	genus	2223758	259	24	0.0
Neisseria cinerea	483	species	1832904	199	62	0.0
Neisseria flavescens	484	species	2231882	234	58	0.0
Neisseria gonorrhoeae	485	species	2216159	572	105	0.0
Neisseria lactamica	486	species	2220606	554	42	0.0
Neisseria meningitidis	487	species	2222288	1211	218	0.0
Neisseria mucosa	488	species	2783943	319	127	0.0
Neisseria polysaccharea	489	species	2024930	191	21	0.0
Neisseria animalis	492	species	4477875	518	12	0.0
Neisseria canis	493	species	2569389	318	189	0.0
Neisseria elongata	495	species	2253031	751	253	0.0
Psychrobacter	497	genus	2875899	42	5	0.0
Thermomicrobium	499	genus	2920744	7	0	0.0
Thermomicrobium roseum	500	species	2920744	5	0	0.0
Kingella kingae	504	species	4021433	594	264	3.91514e-36
Alcaligenaceae	506	family	4354306	625	0	0.0
Alcaligenes	507	genus	0	49	0	0.0
Alcaligenes faecalis	511	species	32768163	3463	887	0.0
Bordetella	517	genus	4536693	1114	2	0.0
Bordetella bronchiseptica	518	species	5231793	5949	384	0.0
Bordetella parapertussis	519	species	4836562	1745	39	0.0
Bordetella pertussis	520	species	4781978	512	32	0.0
Bordetella avium	521	species	3732255	1627	50	0.0
Acidiphilium	522	genus	4088912	100	0	0.0
Acidiphilium cryptum	524	species	3963080	64	0	0.0
Ochrobactrum	528	genus	5205777	48	0	0.0
Ochrobactrum anthropi	529	species	5205777	1125	246	7.02626e-05
Beijerinckia	532	genus	4418616	10	0	0.0
Beijerinckia indica	533	species	4418616	29	0	0.0
Chromobacterium	535	genus	4751080	631	27	0.0
Chromobacterium violaceum	536	species	4751080	3427	249	7.84374e-05
Eikenella	538	genus	0	16	0	0.0
Eikenella corrodens	539	species	4651055	899	331	0.0
Zymomonas	541	genus	3463673	7	0	0.0
Zymomonas mobilis	542	species	3463673	224	155	0
Enterobacteriaceae	543	family	10251881	716	20	0.0
Citrobacter	544	genus	5276819	381	73	0.0
Citrobacter koseri	545	species	4735357	981	51	0
Citrobacter freundii	546	species	5164552	1141	140	0.000273662
Enterobacter	547	genus	11028548	776	134	0.0
Klebsiella aerogenes	548	species	5435727	1297	434	0.000306316
Pantoea agglomerans	549	species	30133336	1248	146	0.0
Enterobacter cloacae	550	species	5356576	2365	295	0.00182023
Erwinia	551	genus	4250482	81	0	0.0
Erwinia amylovora	552	species	3869718	207	0	0.0
Pantoea ananatis	553	species	4838981	661	53	8.82847e-298
Pectobacterium carotovorum	554	species	6477254	42	0	0.0
Pectobacterium carotovorum subsp. carotovorum	555	subspecies	9726078	258	57	0.0
Dickeya chrysanthemi	556	species	4813854	14	0	0.0
Escherichia	561	genus	8402996	45	0	0.0
Escherichia coli	562	species	8460827	2503	563	0.000115344
Shimwellia blattae	563	species	4158725	431	0	0.0
Escherichia fergusonii	564	species	4643861	340	24	4.00072e-05
Atlantibacter hermannii	565	species	13352683	600	46	0.0
Hafnia	568	genus	4712721	24	0	0.0
Hafnia alvei	569	species	4712721	447	68	0.0
Klebsiella	570	genus	12784449	510	14	0.0
Klebsiella oxytoca	571	species	6684898	2646	254	0.000220385
Klebsiella pneumoniae	573	species	14826006	1975	355	2.55576e-05
Klebsiella pneumoniae subsp. ozaenae	574	subspecies	5651305	10	2	0.0
Raoultella planticola	575	species	17105658	796	103	0.0
Raoultella terrigena	577	species	6073951	466	143	0
Kluyvera	579	genus	0	2	0	0.0
Morganella	581	genus	3844721	12	0	0.0
Morganella morganii	582	species	3844721	758	245	9.58517e-05
Proteus	583	genus	3973324	53	4	0.0
Proteus mirabilis	584	species	3973324	575	252	0.000116236
Proteus vulgaris	585	species	16657186	517	110	0
Providencia	586	genus	4402109	66	4	0.0
Providencia rettgeri	587	species	36637538	845	114	0
Providencia stuartii	588	species	4402109	625	95	0.0
Salmonella	590	genus	11532269	22	0	0.0
Salmonella enterica subsp. enterica serovar Infantis	595	leaf	39256227	3	3	0.0
Salmonella enterica subsp. enterica serovar Muenchen	596	leaf	15762832	6	0	0.0
Salmonella enterica subsp. enterica serovar Thompson	600	leaf	33402824	2	0	0.0
Salmonella enterica subsp. enterica serovar Pullorum	605	leaf	4882929	3	0	0.0
Salmonella enterica subsp. enterica serovar Heidelberg	611	leaf	117041765	4	3	0.0
Serratia	613	genus	5024672	989	136	0.0
Serratia liquefaciens	614	species	5282719	1006	107	0.0
Serratia marcescens	615	species	5193266	5367	886	0.00111952
Serratia odorifera	618	species	5272556	386	211	0.0
Shigella	620	genus	6517268	23	0	0.0
Shigella boydii	621	species	4760589	173	16	0.0
Shigella dysenteriae	622	species	4520554	208	14	0.0
Shigella flexneri	623	species	7250520	159	6	0.0
Shigella sonnei	624	species	5137894	50	4	0.0
Xenorhabdus	626	genus	4157227	9	0	0.0
Xenorhabdus nematophila	628	species	4586662	118	35	0.0
Yersinia	629	genus	6072098	101	8	0.0
Yersinia enterocolitica	630	species	6188788	428	126	0.0
Yersinia intermedia	631	species	24435507	549	18	0.0
Yersinia pestis	632	species	5818786	235	20	0.0
Yersinia pseudotuberculosis	633	species	7671089	315	40	0.0
Edwardsiella	635	genus	3906392	178	9	0.0
Edwardsiella tarda	636	species	3766483	821	20	0.0
Arsenophonus nasoniae	638	species	4987107	134	97	0.0
Vibrionaceae	641	family	5610112	123	0	0.0
Aeromonas	642	genus	5822658	938	270	0.0
Aeromonas hydrophila	644	species	4976269	3747	874	0.00153846
Aeromonas salmonicida	645	species	7807177	1032	323	2.36982e-05
Aeromonas caviae	648	species	27968422	1949	236	1.04663e-05
Aeromonas media	651	species	4788430	494	99	0
Aeromonas schubertii	652	species	8750747	1331	269	0.000153489
Aeromonas veronii	654	species	4551783	5344	1720	0.0144481
Photobacterium	657	genus	6418250	9	0	0.0
Vibrio	662	genus	5583206	326	56	0.0
Vibrio alginolyticus	663	species	5146637	674	144	0.0
Vibrio cholerae	666	species	5444833	1042	248	0.000179806
Aliivibrio fischeri	668	species	4273718	6	0	0.0
Vibrio harveyi	669	species	35934227	599	79	0.0
Vibrio parahaemolyticus	670	species	5168015	883	320	0.0
Vibrio vulnificus	672	species	5071151	1086	254	0.0
Grimontia hollisae	673	species	16426895	694	110	0.0
Vibrio mimicus	674	species	26461692	828	143	2.73851e-05
Vibrio cincinnatiensis	675	species	15191860	675	96	0.0
Vibrio fluvialis	676	species	47771737	981	207	0.0
Vibrio campbellii	680	species	8634154	538	94	0.0
Vibrio cholerae O1 biovar El Tor	686	leaf	8153354	2	0	0.0
Vibrio gazogenes	687	species	4786552	137	105	0.0
Vibrio mediterranei	689	species	11788203	339	101	0.0
Vibrio natriegens	691	species	10343839	247	34	0.0
Plesiomonas	702	genus	0	12	0	0.0
Plesiomonas shigelloides	703	species	7376338	1542	1052	0.00319203
Pasteurellaceae	712	family	2528486	93	4	0.0
Actinobacillus	713	genus	2346381	12	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2265772	481	70	0.0
Actinobacillus pleuropneumoniae	715	species	2303652	189	48	0.0
Actinobacillus suis	716	species	2501598	107	0	0.0
Actinobacillus equuli	718	species	2431533	89	0	0.0
Actinobacillus lignieresii	720	species	2377048	95	32	0.0
Haemophilus	724	genus	2428729	38	0	0.0
Haemophilus influenzae biotype aegyptius	725	leaf	9836568	68	6	0.0
Haemophilus haemolyticus	726	species	7646594	375	101	0.0
Haemophilus influenzae	727	species	2511163	821	207	0.0
Avibacterium paragallinarum	728	species	2425949	97	61	0.0
Haemophilus parainfluenzae	729	species	2086875	367	146	0.0
[Haemophilus] ducreyi	730	species	1698955	381	115	0.0
Histophilus somni	731	species	2138367	221	95	0.0
Aggregatibacter aphrophilus	732	species	3481722	240	66	0.0
Haemophilus parahaemolyticus	735	species	2091866	92	54	0.0
Glaesserella parasuis	738	species	2362471	549	97	0.0
Aggregatibacter segnis	739	species	2022832	2	0	0.0
Pasteurella	745	genus	2875151	8	0	0.0
Pasteurella multocida	747	species	2875151	444	188	0.0
[Pasteurella] aerogenes	749	species	2257472	119	76	0.0
Gallibacterium anatis	750	species	2694139	7	0	0.0
Pasteurella dagmatis	754	species	2287213	143	78	0.0
Rodentibacter pneumotropicus	758	species	2439769	101	64	0.0
Avibacterium volantium	762	species	2230476	118	66	0.0
Rickettsiales	766	order	1302079	22	0	0.0
Anaplasma	768	genus	1349657	3	0	0.0
Anaplasma centrale	769	species	1206806	3	0	0.0
Anaplasma marginale	770	species	1200061	5	0	0.0
Bartonellaceae	772	family	1830994	5	0	0.0
Bartonella	773	genus	1830994	56	15	0.0
Bartonella bacilliformis	774	species	1445021	197	0	0.0
Rickettsiaceae	775	family	1316078	4	0	0.0
Coxiella	776	genus	2072642	11	0	0.0
Coxiella burnetii	777	species	2072642	284	115	0.0
Ehrlichia ruminantium	779	species	2264626	5	0	0.0
Rickettsia	780	genus	1252916	117	70	0.0
Rickettsia conorii	781	species	1268755	1	0	0.0
Rickettsia prowazekii	782	species	1111192	69	30	0.0
Rickettsia rickettsii	783	species	1265141	15	5	0.0
Orientia tsutsugamushi	784	species	2200350	245	54	0.0
Rickettsia typhi	785	species	1112275	63	0	0.0
Rickettsia australis	787	species	1323280	2	0	0.0
Rickettsia canadensis	788	species	1155000	1	0	0.0
Bartonella quintana	803	species	1584515	182	11	0.0
Bartonella elizabethae	807	species	2018538	72	21	0.0
Chlamydiaceae	809	family	1271055	2	0	0.0
Chlamydia	810	genus	1271055	18	3	0.0
Chlamydia trachomatis	813	species	1068120	23	14	0.0
Bacteroidaceae	815	family	5275069	5	0	0.0
Bacteroides	816	genus	5275069	116	13	0.0
Bacteroides fragilis	817	species	5308603	1287	427	0.00286221
Bacteroides thetaiotaomicron	818	species	6293399	523	173	0.00231503
Bacteroides uniformis	820	species	4989532	1389	961	0.0212045
Bacteroides vulgatus	821	species	5163189	1213	336	0.010045
Parabacteroides distasonis	823	species	10023638	749	177	0.00272906
Campylobacter gracilis	824	species	2281652	100	81	0.0
Sebaldella termitidis	826	species	4486650	4	0	0.0
Campylobacter ureolyticus	827	species	1641887	2	0	0.0
Butyrivibrio	830	genus	4404886	3	0	0.0
Fibrobacter succinogenes	833	species	7685639	7	0	0.0
Porphyromonas	836	genus	2657841	11	0	0.0
Porphyromonas gingivalis	837	species	2736420	281	123	0.0
Prevotella	838	genus	3023914	22	2	0.0
Prevotella ruminicola	839	species	3619559	4	0	0.0
Roseburia	841	genus	4042736	3	0	0.0
Wolinella succinogenes	844	species	2110355	83	1	0.0
Oxalobacter	846	genus	2433653	6	0	0.0
Oxalobacter formigenes	847	species	2433653	629	136	0.0
Fusobacterium	848	genus	3161642	13	3	0.0
Fusobacterium gonidiaformans	849	species	1678881	1	0	0.0
Fusobacterium mortiferum	850	species	2716766	3	0	0.0
Fusobacterium nucleatum	851	species	3161193	192	20	0.0
Faecalibacterium prausnitzii	853	species	3102523	4161	1258	0.0204963
Fusobacterium varium	856	species	3346458	240	104	0.0
Fusobacterium necrophorum	859	species	4694448	72	28	0.0
Fusobacterium periodonticum	860	species	2541084	104	14	0.0
Fusobacterium ulcerans	861	species	3839419	243	0	0.0
Syntrophomonas	862	genus	2936195	5	0	0.0
Syntrophomonas wolfei	863	species	2936195	2	0	0.0
Cardiobacteriaceae	868	family	1389350	11	0	0.0
Dichelobacter	869	genus	1389350	1	0	0.0
Dichelobacter nodosus	870	species	1389350	3	0	0.0
Desulfovibrio	872	genus	3919658	117	0	0.0
Desulfocurvibacter africanus	873	species	4200534	27	0	0.0
Desulfovibrio desulfuricans	876	species	3366008	365	220	0.0
Desulfovibrio salexigens	880	species	4289847	4	0	0.0
Desulfovibrio vulgaris	881	species	3802302	70	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	530	47	8.02857e-321
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	938	645	0
Desulfuromonas	890	genus	0	29	0	0.0
Desulfobulbus	893	genus	0	10	0	0.0
Desulfococcus	896	genus	3944167	15	0	0.0
Desulfococcus multivorans	897	species	8911375	995	0	0.0
Desulfomicrobium	898	genus	3363015	13	0	0.0
Desulfomicrobium baculatum	899	species	3942657	16	0	0.0
Desulfovibrio piger	901	species	2807531	519	346	0.0
Acidaminococcus	904	genus	2408767	1	0	0.0
Acidaminococcus fermentans	905	species	2329769	8	0	0.0
Megasphaera	906	genus	2491645	5	0	0.0
Megasphaera elsdenii	907	species	2491645	243	24	0
Nitrobacter	911	genus	4206807	52	0	0.0
Nitrobacter hamburgensis	912	species	5011522	124	0	0.0
Nitrobacter winogradskyi	913	species	3402093	97	0	0.0
Nitrosomonas	914	genus	2796959	44	0	0.0
Nitrosomonas europaea	915	species	2812094	4	0	0.0
Nitrosomonas eutropha	916	species	2781824	6	0	0.0
Thiobacillus	919	genus	2909809	52	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	18	0	0.0
Starkeya novella	921	species	4765023	168	0	0.0
Thiomonas intermedia	926	species	3462095	1884	1115	0
Halothiobacillus neapolitanus	927	species	2582886	9	0	0.0
Acidithiobacillus thiooxidans	930	species	3415726	5	0	0.0
Thiomicrospira	933	genus	2045407	8	0	0.0
Hydrogenobacter thermophilus	940	species	3486067	3	0	0.0
Anaplasmataceae	942	family	1284438	6	0	0.0
Ehrlichia	943	genus	1369786	6	0	0.0
Ehrlichia canis	944	species	1315030	54	12	0.0
Ehrlichia chaffeensis	945	species	1174554	34	18	0.0
Anaplasma phagocytophilum	948	species	1493914	7	0	0.0
Wolbachia	953	genus	1231799	52	26	0.0
Francisella persica	954	species	3057444	4	0	0.0
Wolbachia pipientis	955	species	1484007	132	11	0.0
Bdellovibrio	958	genus	3359107	14	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	449	155	2.24853e-269
Bacteriovorax stolpii	960	species	7691180	306	128	0.0
Herbaspirillum	963	genus	5363540	464	1	0.0
Herbaspirillum seropedicae	964	species	5513887	5295	337	0.0
Selenomonas	970	genus	3100147	15	0	0.0
Selenomonas ruminantium	971	species	3631933	5	0	0.0
Halanaerobiaceae	972	family	2443704	4	0	0.0
Bacteroidetes	976	phylum	3693192	39	1	0.0
Cytophaga	978	genus	4433218	7	0	0.0
Cellulophaga lytica	979	species	3765936	444	41	0.0
Pedobacter heparinus	984	species	5167383	1	0	0.0
Cytophaga hutchinsonii	985	species	4433218	8	0	0.0
Flavobacterium johnsoniae	986	species	6096872	1	0	0.0
Solitalea canadensis	995	species	5202069	14	0	0.0
Flavobacterium columnare	996	species	3162432	1491	352	8.26427e-05
Bernardetia litoralis	999	species	4919337	6	0	0.0
Marivirga tractuosa	1006	species	4516490	10	0	0.0
Saprospira	1007	genus	4400185	3	0	0.0
Saprospira grandis	1008	species	4400185	6	0	0.0
Sphingobacterium mizutaii	1010	species	4653048	229	158	0.0
Weeksella	1013	genus	2272954	1	0	0.0
Weeksella virosa	1014	species	2272954	120	51	0.0
Capnocytophaga	1016	genus	2592165	31	5	0.0
Capnocytophaga gingivalis	1017	species	2838633	111	81	0.0
Capnocytophaga ochracea	1018	species	2612925	2	0	0.0
Capnocytophaga sputigena	1019	species	11962418	440	91	0.0
Beggiatoa	1021	genus	0	2	0	0.0
Erythrobacter	1041	genus	3052398	252	0	0.0
Chromatiaceae	1046	family	3825215	218	0	0.0
Allochromatium vinosum	1049	species	3669074	60	0	0.0
Thermochromatium tepidum	1050	species	2958290	30	0	0.0
Ectothiorhodospira	1051	genus	0	12	0	0.0
Halorhodospira halochloris	1052	species	2834560	203	145	0.0
Halorhodospira halophila	1053	species	2678452	37	0	0.0
Rhodobacter	1060	genus	4425548	178	0	0.0
Rhodobacter capsulatus	1061	species	3871920	41	0	0.0
Rhodobacter sphaeroides	1063	species	4610091	5482	2519	7.05839e-05
Rhodomicrobium	1068	genus	4014469	22	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	52	0	0.0
Rhodopseudomonas	1073	genus	5494465	188	0	0.0
Rhodobacter blasticus	1075	species	3706095	2789	1990	0.000119617
Rhodopseudomonas palustris	1076	species	5494465	7924	1845	0
Blastochloris viridis	1079	species	11174693	6527	1086	0
Rhodospirillum	1081	genus	4371641	50	0	0.0
Pararhodospirillum photometricum	1084	species	3876289	35	0	0.0
Rhodospirillum rubrum	1085	species	4379691	91	0	0.0
Chlorobium	1091	genus	2634484	17	0	0.0
Chlorobium limicola	1092	species	2763181	2	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	140	79	0.0
